id_en	text_clean	manual_location	manual_type	manual_alternative
en_4813	Old statisticians never die, they just get broken down by age, sex and marital status.	broken	homographic	broken
en_4817	The IRS left a message on my cell phone that I owed them more money. It was a taxed message.	taxed	homophonic	text
en_4824	Old gardeners never die they are just deflowered.	deflowered	homographic	deflowered
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	crunch	homographic	crunch
en_4829	When the plums dry on your tree, it's time to prune.	prune	homographic	prune
en_4830	As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail.	holey	homophonic	holy
en_4833	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.	locked	homographic	locked
en_4836	In the air duct installers union they have lots of opportunity to vent.	vent	homographic	vent
en_4848	I chop down trees for a living, he said lumberingly.	lumberingly	homophonic	lumber
en_4853	An experienced waiter can give a lot of good tips.	tips	homographic	tips
en_4862	I strongly dislike the subject of math, however I am partial to fractions.	partial	homographic	partial
en_4879	My name is Bill. I run a collection agency	bill	homographic	bill
en_4889	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.	bat	homographic	bat
en_4899	I'm halfway up a mountain, he alleged.	alleged	homophonic	a ledge
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	gravy	homophonic	grave
en_4910	Two companies that manufactured rulers decided to align.	align	homographic	align
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	possesive	homographic	possesive
en_4939	He studied water purification and had a great thirst for knowledge.	thirst	homographic	thirst
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	groundbreaking	homographic	groundbreaking
en_4959	Old blasting technicians never die, they just lose their spark.	spark	homographic	spark
en_4969	A mechanic who was also a musician was good at tuning things.	tuning	homographic	tuning
en_4980	Two snakes parted, and one said, 'fangs for the memories'.	fangs	homophonic	thanks
en_4981	Pharmacists find their work to be very encapsulating.	encapsulating	homophonic	capsule
en_4989	I'm glad I know sign language, it's pretty handy.	handy	homographic	handy
en_4991	Workers in an upholstery business demanded a wage hike to cushion the high cost of living.	cushion	homographic	cushion
en_4995	In the dark? Follow the son.	son	homophonic	sun
en_5000	For meat some people eat lamb and mutton else.	mutton	homophonic	nothing
en_5017	Pipe fitters often have high pressure jobs.	pressure	homographic	pressure
en_5021	Two surgeons were joking about sutures and had each other in stitches.	stitches	homographic	stitches
en_5023	Some people who cut hair can be quite barbarous.	barbarous	homophonic	barber
en_5030	My name is Belle. I play the carillon.	belle	homophonic	bell
en_5033	I think I've broken my leg, he reported lamely.	lamely	homographic	lamely
en_5038	It's where we store the hay, he said loftily.	loftily	homophonic	loft
en_5050	You decide what kind of light bulbs to buy by a process of illumination.	illumination	homographic	illumination
en_5053	My name is Avery. I raise birds.	avery	homophonic	aviary
en_5063	He always called his girlfriend his 'luck'. Until he decided to push his luck.	luck	homographic	luck
en_5090	I couldn't believe there were 527, 986 bees in the swarm! he recounted.	recounted	homographic	recounted
en_5091	A clean thief always makes a stainless steal.	steal	homophonic	steel
en_5098	He put bug spray on his watch to get rid of the ticks.	ticks	homographic	ticks
en_5106	Studying fungus is a way to mold young minds.	mold	homographic	mold
en_5108	I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative.	derivative	homographic	derivative
en_511	Doctor, Doctor My little boy has just swallowed a roll of film!-Hmmmm. Let's hope nothing develops. Next.	develops	homographic	develops
en_5111	I have eight children, he said, apparently.	apparently	homophonic	parent
en_5114	7 days without prayer makes 1 weak	weak	homophonic	week
en_5120	Winning candy as a prize is always a sweet victory.	sweet	homographic	sweet
en_5121	She was only an Archer's daughter, but to all the men she was the target.	target	homographic	target
en_5124	A thief fell and broke his leg in wet cement. He became a hardened criminal.	hardened	homographic	hardened
en_5129	I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted," That's not very mature!"	mature	homographic	mature
en_5158	We have no oranges, he said fruitlessly.	fruitlessly	homophonic	fruitfully
en_5159	The man loved a good play on words but his wife couldn't stand the punishment.	punishment	homophonic	pun
en_5164	Two cooks disagreed but decided to hash it over.	hash	homographic	hash
en_5165	The embarrassed news anchor was bright red, but he nor the television monitor was appropriately phased.	phased	homophonic	fazed
en_5167	I'll tempt Adam tonight, she said evilly.	evilly	homophonic	eve
en_5172	Those who hate classical music have my symphony.	symphony	homophonic	sympathy
en_5180	Old teachers never die, they just grade away	grade	homophonic	fade
en_5182	The builders of raceways believe that one good turn deserves another.	turn	homographic	turn
en_5189	When my camera fell in the toffee I was making, I got a very candied picture.	candied	homophonic	candid
en_519	He stomped on his old watch because he had time to kill.	time	homographic	time
en_5205	Many people think that Edgar Allan Poe was a raven madman.	raven	homophonic	raving
en_5217	An elephant's opinion carries a lot of weight.	weight	homographic	weight
en_5219	Before he was hired as a short order cook they grilled him.	grilled	homographic	grilled
en_5220	After a cold winter, will deciduous trees be releaved?	releaved	homophonic	relieved
en_5231	Congratulations; you graduated, he said diplomatically.	diplomatically	homographic	diplomatically
en_5239	Old electricians never die, they just do it until it Hz.	hz	homophonic	hurts
en_5241	My family scoffed when I had a divine inspiration I'd get rich selling my "Beets Brule," but after I made my first million, they had to admit I made quite a prophet.	prophet	homophonic	proft
en_5242	The shy stripper couldn't bare it on stage.	bare	homophonic	bear
en_5243	Pencils could be made with erasers at both ends, but what would be the point?	point	homographic	point
en_5244	Long fairy tales have a tendency to dragon.	dragon	homophonic	drag on
en_5247	A man brought his retriever to the vet for some tests and had to pay a lab fee.	lab	homographic	lab
en_5248	I have to keep this fire alight, he bellowed.	bellowed	homographic	bellowed
en_5261	A young corporal dislocated his arm during a battle but kept going. You could say he was shouldering on.	shouldering	homographic	shouldering
en_5263	I was against the construction of tennis courts in the park as I thought they would cause too much racket.	racket	homographic	racket
en_527	Cowboys in a rodeo can be sure to get a few bucks.	bucks	homographic	bucks
en_5278	A flute teacher is a tutor.	tutor	homophonic	toot
en_5286	Have you ever heard of an honest cheetah?	cheetah	homophonic	cheat
en_5291	The math professor went crazy with the blackboard. He did a number on it.	number	homographic	number
en_5295	She was only a Grape picker's daughter, but she was somewhat of a winer.	winer	homophonic	whiner
en_5300	Old door framers never die, they just become unhinged.	unhinged	homographic	unhinged
en_5309	Old kentucky fried chicken franchisers never die, they just chicken out.	chicken	homographic	chicken
en_5324	Her decision to take up rock climbing was precipitous to say the least.	precipitous	homographic	precipitous
en_5331	Those who build roofs are so inclined.	inclined	homographic	inclined
en_5339	The winter drive-by shooting was a slay ride.	slay	homophonic	sleigh
en_5343	The inventor of chewing gum soon bubbled his money.	bubbled	homographic	bubbled
en_5356	She was only a Globetrotter's daughter, but she manages to get around.	get	homographic	get
en_5357	He was a Red Cross donor until he went out of circulation.	circulation	homographic	circulation
en_5366	She was small, slender with doe like eyes. "Oh, my deer," he whispered.	deer	homophonic	dear
en_5374	I have to fix the car, he said mechanically.	mechanically	homophonic	mechanicaaly
en_5378	An archaeologist's career ended in ruins.	ruins	homographic	ruins
en_5399	My name is Sly. I'm a detective.	sly	homographic	sly
en_5403	I crossed a cell phone with a skunk, and now the service stinks.	stinks	homographic	stinks
en_541	It's just like a cowboy to stirrup trouble.	stirrup	homophonic	stir up
en_5415	The man leaned on the printer cartridge because he wanted to tone up his abs.	tone	homographic	tone
en_5428	When the woman got paid for being in a study at the sleep clinic, she said it was her dream job.	dream	homographic	dream
en_5434	Old quilters never die, they just go under cover.	cover	homographic	cover
en_544	We should make a beer commercial. It sounds simply intoxicating.	intoxicating	homographic	intoxicating
en_5440	Old hikers never die they just get the boot.	boot	homographic	boot
en_5447	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.	amazon	homographic	amazon
en_5455	A bird with a headache might just migrane south.	migrane	homophonic	migraine
en_5463	Success comes in cans, failure comes in cant’s	cans	homophonic	cants
en_5467	The man brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles.	sprinkles	homographic	sprinkles
en_5469	The railway constructions are on track.	track	homographic	track
en_5473	A church fair is a bazaar experience.	bazaar	homophonic	bizarre
en_5480	The environmentalist rode his bike 20 miles in the morning and 20 more in the evening. He loved recycling.	recycling	homographic	recycling
en_5481	There was a massive outcry against the plan to build a power line across a nature preserve. The public couldn't bear the tension.	tension	homographic	tension
en_5482	If jokes could be owned like land, then no good pun would go undeeded.	undeeded	homophonic	unneeded
en_5487	Faraday was charged up with the idea.	charged	homographic	charged
en_5493	Yes, I have been reading Voltaire, he admitted candidly.	candidly	homophonic	candide
en_5495	I've been listening to the Brandenburg Concertos, he barked.	barked	homophonic	bach
en_5502	I'll take the girl to the dance, he promised.	promised	homographic	promised
en_5504	The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly.	fly	homographic	fly
en_5507	For a dishonest employee: He's an unbelievable worker.	unbelievable	homographic	unbelievable
en_5513	'Sweeney Todd' is a good source of sheer terror.	sheer	homophonic	shear
en_5517	My name is Sandy. I'm a lifeguard.	sandy	homographic	sandy
en_5518	When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams, and we both agreed that the poring was sickening.	poring	homophonic	pouring
en_5520	The correct formula for concrete is worthwhile to cement in your mind.	cement	homographic	cement
en_5526	Her exam was on the human skeleton, so she decided to bone up.	bone	homographic	bone
en_553	In a surfing competition the winner got wave reviews.	wave	homophonic	rave
en_5542	A waiter who played tennis was great at serving.	serving	homographic	serving
en_5547	The doctors had to remove a bone from my arm, he said humorlessly.	humorlessly	homophonic	humor
en_5552	When he fell in the wet concrete he left a bad impression.	impression	homographic	impression
en_5556	Have you heard the joke about the bomb? It had no impact.	impact	homographic	impact
en_5570	'Because' is a word to the whys.	whys	homophonic	wise
en_5586	The thief had a bold plan. He figured he could carry it off.	carry	homographic	carry
en_5588	I'm the butcher's assistant, he said cuttingly.	cuttingly	homographic	cuttingly
en_5598	I wonder how much an anagram weighs?	anagram	homophonic	a gram
en_5602	Old gossips never die they just lose their confidants	confidants	homophonic	confidence
en_5607	Dentists on death fill their last cavity.	cavity	homographic	cavity
en_5611	The bicycle salesman had broken his ankle and was, alas, unable to pedal his wares.	pedal	homophonic	peddle
en_5614	Don't add too much water, he said with great concentration.	concentration	homographic	concentration
en_5616	Russia was slow to recover after WW2 because it kept Stalin around.	stalin	homophonic	stalling
en_5618	Junior loved being a member of the wrestling team even though he was prone to lose.	prone	homographic	prone
en_5619	I can take photographs if I want to! he snapped.	snapped	homographic	snapped
en_5620	Our garden hose was damaged yesterday, and I couldn't get to the leek without getting wet.	leek	homophonic	leak
en_5621	The state funeral remains to be seen.	remains	homographic	remains
en_5622	The inventor of glass decided to see it through.	see	homographic	see
en_5628	The old doctors practice of bloodletting was all in vein.	vein	homophonic	vain
en_5632	My new expensive vacuum cleaner really sucked.	sucked	homographic	sucked
en_5633	My friend's bakery burned down last night. Now his business is toast.	toast	homographic	toast
en_5634	Old forgers never die, they just leave no trace.	trace	homographic	trace
en_5638	A bank manager who was also a high jumper spent most of his time in the vault.	vault	homographic	vault
en_5642	When the glassblower inhaled he got a pane in the stomach.	pane	homophonic	pain
en_5648	The weatherman who forecasted snow in July was a bit of a flake.	flake	homographic	flake
en_5649	This looks like the fruit of the blackthorn, he said slowly.	slowly	homophonic	sloe
en_5652	Acupuncture: a jab well done.	jab	homophonic	job
en_5653	The little green men told me it was the Dog Star. I told them they can't be Sirius.	sirius	homophonic	serious
en_5662	They say curiosity killed the cat, and they weren't kitten.	kitten	homophonic	kidding
en_5663	To write with a broken pencil is pointless.	pointless	homographic	pointless
en_5681	The only things sure for cab drivers are debt and taxis.	taxis	homophonic	texes
en_5684	The sergeant drank whiskey in order to be fortified in his position.	fortified	homographic	fortified
en_569	Musical mechanics always sing in parts.	parts	homographic	parts
en_5691	Everyday is a gift from god, that is why it is called the present	present	homographic	present
en_5727	We’ve got children’s church because we know how to kid around	kid	homographic	kid
en_5731	The star asked the sun why the moon was always up so late. Sun responded that it was just a phase.	phase	homographic	phase
en_5749	The race horse went lame early. It was the first out of its gait.	gait	homophonic	gate
en_5770	When the orchard owner went to trial he was judged by a jury of his pears.	pears	homophonic	peers
en_5771	He avoided funerals because he was not a mourning person.	mourning	homophonic	morning
en_5780	A woman who became queen considered it her crowning achievement.	crowning	homographic	crowning
en_5783	Old printers never die they're just not the type	type	homographic	type
en_5795	This steamroller is amazing, he said flatteringly.	flatteringly	homophonic	flatteningly
en_5797	I must attend my flock, he said, sheepishly.	sheepishly	homographic	sheepishly
en_5798	A skunk fell in the river and stank to the bottom.	stank	homophonic	sank
en_5799	A janitor with a broom in hand swept her off her feet.	swept	homographic	swept
en_5808	Geologists can be sedimental about their work.	sedimental	homophonic	sentimental
en_5813	I used to be a banker but I lost interest	interest	homographic	interest
en_5818	Old presidents never die, they just go through their cabinets	cabinets	homophonic	cabinetes
en_5821	Today a truck hit my car. I wasn't hurt but I got the freight of my life.	freight	homophonic	fright
en_5822	An illiterate fisherman was lost at c.	c	homophonic	sea
en_5825	People who like gold paint have a gilt complex.	gilt	homophonic	guilt
en_5826	Has my magazine arrived? he asked periodically.	periodically	homophonic	periodical
en_583	Do you ever get tired of sleeping?	tired	homographic	tired
en_5831	John Deere has just released its most powerful tractor yet. It is the torque of the town.	torque	homophonic	talk
en_584	Gardeners like to plant their feet firmly.	plant	homographic	plant
en_5840	No matter how much you push the envelope, it'll still be stationery.	stationery	homophonic	stationary
en_5845	I was arrested after my therapist suggested I take something for my kleptomania.	take	homographic	take
en_585	My name is Ham. I raise pigs	ham	homographic	ham
en_5853	Swimming instructors are always getting immersed in their work.	immersed	homographic	immersed
en_5854	Is coffee your daily grind?	grind	homographic	grind
en_5855	Convicts are committed people.	commited	homographic	commited
en_5860	Ohm resisted the idea at first.	resisted	homophonic	opposed
en_5873	A pie went for an audition for a part in a play. The casting agent told him he performed well, but it was more of a sausage roll.	roll	homophonic	role
en_589	The overweight fighter pilot was grounded for violating the rules of engorgement.	engorgement	homophonic	engagement
en_5890	I'd like to be a Chinese laborer, he said coolly.	coolly	homophonic	coolie
en_5899	Two cheerleaders got married after they met by chants.	chants	homophonic	chance
en_5903	A men's wear store has opening and clothing times.	clothing	homophonic	closing
en_5906	I like the latest horror movie so much that I've arranged a private screaming.	screaming	homophonic	screening
en_5911	Some foolish people gain by experience many perils of wisdom.	perils	homophonic	pearls
en_5919	Did you hear about the guy whose whole left side was cut off? He's all right now.	right	homophonic	alright
en_5930	She was so thrifty she could smell a bargain a mall away.	mall	homophonic	mile
en_594	The snowstorm arrived at a fortuitous moment. It was white on time.	white	homophonic	right
en_5942	If children were allowed to dig for coal, would they still be miners?	miners	homophonic	minors
en_5949	Be still my hart she murmured, thinking how magnificent and stag-like he was.	hart	homophonic	heart
en_5964	There is nothing worse for a performer than an audience of drunks and their boos.	boos	homophonic	booze
en_5968	Lightning storms can be very striking.	striking	homographic	striking
en_5981	The two inventors of the radio were on the same wavelength.	wavelength	homographic	wavelength
en_5983	The stress of having his beloved pet bunny die caused a man to go bald. He was very upset about losing his hare.	hare	homophonic	hair
en_5988	A locksmith has to have a good Combination of skills.	combination	homographic	combination
en_600	Would you like some soda? he asked caustically.	caustically	homophonic	caustic
en_6006	I phoned the zoo but the lion was busy.	lion	homophonic	line
en_602	I can do an excellent impression of Sinatra, he said, being perfectly frank.	frank	homographic	frank
en_6021	They built a tree house together but then had a falling out.	falling	homographic	falling
en_6027	Old psychiatrists never die, they just shrink away.	shrink	homographic	shrink
en_6031	I wondered why my geometry class was always tired. They were all out of shape.	shape	homographic	shape
en_6032	A doctor who became a bartender was always giving out shots!	shots	homographic	shots
en_6033	Old deans never die they just lose their faculties.	faculties	homographic	faculties
en_606	Look at those tall flowers, he said gladly.	gladly	homophonic	gladiolus
en_6083	You'll never conquer me, Goliath said stonily.	stonily	homophonic	stone
en_6088	A computer program attached to an electric chair would have to have its execution checked carefully.	execution	homographic	execution
en_6101	Pills with long names can be quite a mouthful.	mouthful	homographic	mouthful
en_6106	Old electricians never die, they just get discharged.	discharged	homographic	discharged
en_6108	Beautifully manicured lawns are highly sod after.	sod	homophonic	sought
en_6109	We welcome you with open psalms.	psalms	homophonic	palms
en_6110	Two companies that made shoelaces had common ties.	ties	homographic	ties
en_6121	The carpenter was well-known for nailing his work.	nailing	homographic	nailing
en_6122	New legislation forbids anyone but Santa's family dressing up as him, and you must be named in the related clauses.	clauses	homographic	clauses
en_6134	The door's ajar, he said openly.	openly	homophonic	open
en_6136	The math professor liked even numbers, but only the odd one.	odd	homographic	odd
en_6138	One evening King Arthur's men discovered Sir Lancelot's moonshine whiskey operation and shattered the still of the knight.	knight	homophonic	night
en_6140	Old tree surgeons never die, they just take a final bough.	bough	homophonic	bow
en_6143	Coaches usually have a goal in mind.	goal	homographic	goal
en_6144	When a thief stole several volumes from the library he was quickly booked.	booked	homophonic	book
en_6153	Old mechanics never die they just retire	retire	homophonic	tire
en_6155	The chickens were distraught when the tornado destroyed their home. Hopefully they will be able to recoup.	recoup	homophonic	coup
en_6159	An old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror to her sister in Toronto. The dispatcher says, 'I don't know madam, I'd have to look into it first'.	look	homographic	look
en_6161	Camille relocated to Little Italy: They made her a cougher; she couldn't refuse	cougher	homophonic	offer
en_6162	I didn't look at all! he peeped.	peeped	homophonic	peep
en_6166	One day my friend asked me, how do you take such good care of your saxophone. I responded with tenor, love and care.	tenor	homophonic	tender
en_6171	Old butchers never die, they only meat their fate.	meat	homophonic	meet
en_6173	The intelligent entrepreneur's idea for designing catapults meant that his boss was completely thrown.	thrown	homographic	thrown
en_6174	An undertaker can be one of your best friends, he is always the last one to let you down.	let	homographic	let
en_6180	I can see through the window, he said stiltedly.	stiltedly	homophonic	stilts
en_6182	The owner of the hair salon had to make cuts on his staff.	cuts	homographic	cuts
en_6183	The tongue weighs very little, but few people can hold it.	hold	homographic	hold
en_6195	Some diets cause a gut reaction.	gut	homographic	gut
en_6198	Sign on an electrician's truck: Let us remove your shorts.	shorts	homographic	shorts
en_6199	If you get sick at the airport it could be a terminal illness.	terminal	homographic	terminal
en_620	I once worked at a factory that made boat paddles. The starting pay was ten dollars an oar.	oar	homophonic	hour
en_6201	A pop singer bought a new house for a song.	song	homographic	song
en_6206	Children can do some knotty things with string.	knotty	homophonic	naughty
en_6210	Scientists studying the sun have a flare for research.	flare	homophonic	flair
en_6218	A circus lion won't eat clowns because they taste funny.	funny	homographic	funny
en_622	My sofa was repaired, but I was surprised to find an item on the bill for upholstery tacks.	tacks	homophonic	tax
en_6222	The vendor at the Arab market resented how I haggled and told me to take a haik.	haik	homophonic	hike
en_6240	My name is John. I'm a plumber	john	homographic	john
en_6244	His affection for her was more than a passion interest.	passion	homophonic	passing
en_6247	Throughout the centuries, the Buddhist herdsmen of Peru have followed their lamas religiously.	lamas	homographic	lamas
en_6249	I took up teaching fencing as I wanted my students to get the point.	point	homographic	point
en_6252	This movie will be very popular, he projected.	projected	homographic	projected
en_6256	I couldn't stand to be without my legs.	stand	homographic	stand
en_6270	He is an excellent soup maker. You might say he is consomme professional.	consomme	homophonic	consummate
en_6275	I'll never give up my hounds! he said doggedly.	doggedly	homophonic	dog
en_6276	For what we are about to receive, may the Lord make us truly thankful, he said gracefully.	gracefully	homophonic	grace
en_6281	What you can buy for a dollar these days is absolute noncents.	noncents	homophonic	nonsense
en_6283	I'm going to be discussing global warming next week, it's quite a heated topic.	heated	homographic	heated
en_6285	To earn an A in "Sewing with Burlap," you really have to know the coarse material.	coarse	homophonic	course
en_631	A streaker was found dead this morning. Police say the details are quite revealing.	revealing	homographic	revealing
en_6311	Water leaking through wallboard is usually a ceiling problem.	ceiling	homophonic	sealing
en_6319	After burning a batch of cookies a baker felt very crummy.	crummy	homophonic	crumbs
en_6320	If you leave alphabet soup on the stove and go out, it could spell disaster.	spell	homographic	spell
en_6330	The triglyph commented, 'It's friezing in here..	friezing	homophonic	freezing
en_6338	I make the armour out of chain links, he replied by mail.	mail	homographic	mail
en_6343	Pencil sharpeners have a tough life-they live off tips.	tips	homographic	tips
en_6345	The fish missed the call because he was stuck on the other line.	line	homographic	line
en_6347	I'm the presenter of the South Bank Show, Melvyn bragged.	bragged	homophonic	bragg
en_6359	I always had wanted to know how ships really worked, and now I finally was going to sea.	sea	homophonic	see
en_6365	Dry cleaners are often pressed for time.	pressed	homographic	pressed
en_6367	The percussionist was very good at analyzing symbols.	symbols	homophonic	cymbals
en_6375	Astronomers often have their own private viewpoints.	viewpoints	homographic	viewpoints
en_6384	Gallup and Harris are poller opposites.	poller	homophonic	polar
en_6387	Old baseball players never die, they just go batty.	batty	homophonic	bat
en_6395	If you sight a whale, it could be a fluke.	fluke	homographic	fluke
en_64	Boy, I wish the elevator were working, he said, staring up to the top.	staring	homophonic	stairs
en_6402	A pirate with one hand often picked up the phone. He wanted to get off the hook.	hook	homographic	hook
en_6406	A ditch digger was entrenched in his career.	entrenched	homophonic	trench
en_6411	Baseball players have to stay in line or they will be afoul of the rules.	afoul	homophonic	a foul
en_6413	I'm a sap for tree jokes.	sap	homographic	sap
en_6414	The sun is rising, he mourned.	mourned	homophonic	morn
en_6416	An unusual medical book is one which has no appendix.	appendix	homographic	appendix
en_6417	I'm here-with a gift! he said presently.	presently	homophonic	present
en_6425	VanDeGraaf charged his assistant to attend.	charged	homographic	charged
en_6436	So, how's the flower business going? Oh, it's blossoming quite nicely.	blossoming	homographic	blossoming
en_6441	The dervish had so much endurance, he set a new whirled record.	whirled	homophonic	world
en_6443	I'm just going to put these handcuffs on you, he said manically.	manically	homophonic	manacle
en_6448	Cryptographers make terrible drummers. They just sit there, fascinated by all the cymbals.	cymbals	homophonic	symbols
en_6460	I couldn't quite remember how to throw a boomerang, but eventually it came back to me.	came	homographic	came
en_6463	The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer. It was a wanton soup attack.	wanton	homophonic	wonton
en_6469	Did you hear about the film editor at Hollywood who had a part-time job at a pizza parlor? He used to ask customers whether they wanted one splice or two.	splice	homophonic	slice
en_6483	Before he sold Christmas trees, he got himself spruced up.	spruced	homophonic	spruce
en_6488	Running around your yard for thousands of miles would be quite a feet.	feet	homophonic	feat
en_6490	The cast, after the scene in the forest, took their boughs.	boughs	homophonic	bows
en_6499	Old writers never die, they just get erased.	erased	homographic	erased
en_65	Old locomotive engineers, never die, they just get derailed	derailed	homographic	derailed
en_6500	I got angry when my cell phone battery died. My counselor suggested I find an outlet.	outlet	homographic	outlet
en_6502	Old auto mechanics never die, they just become exhausted.	exhausted	homophonic	exhaust
en_6504	As anyone who has ever lived in the area can tell you, life is different in Montana. Since golf courses are often placed in areas ideal for hunting, most golfers carry a hunting rifle in their golf bag and when the opportunity presents itself combine their two favorite pastimes. Recently one such sportsman got lost and had to stop for directions asking," Which way to the lynx."	lynx	homophonic	links
en_6506	A bunch of robins followed the priest wherever he went. Birds of a father flock together.	father	homophonic	feather
en_6507	Taxidermists really know their stuff.	stuff	homographic	stuff
en_6508	For a chemist disappointed in an experiment the reaction was on his face.	reaction	homographic	reaction
en_6509	Although he perfected his comic routines on the mainland, his best audiences were in the aisles.	aisles	homophonic	isles
en_6512	The corner of Ninth and Broad attracts a lot of the homeless because of its reputation for having a grate area for sleeping	grate	homophonic	great
en_6515	Old meteorologists never die, they just get under the weather.	weather	homographic	weather
en_6516	My name is Manuel, I write instruction books.	manuel	homophonic	manual
en_652	Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path.	tee	homophonic	tea
en_6529	Old mathematicians never die, they just lose some functions.	functions	homographic	functions
en_6532	A case of disappearing bison had police completely buffaloed.	buffaloed	homophonic	buffalo
en_6543	If they say you look good in glasses that would be an optical allusion.	allusion	homophonic	illusion
en_6552	This is the Netherlands, he stated flatly.	flatly	homophonic	flat
en_6553	I tried hard to get into vexillology, but, in the end, had to flag it away.	flag	homographic	flag
en_6555	Oh what a tangled web we weave. On the Internet.	web	homographic	web
en_6558	I can't really see myself without eyes.	see	homographic	see
en_6565	She was only a Weatherman's daughter, but she sure had a warm front.	front	homographic	front
en_6568	The hypnotist went out of business because he ran out of suggestions.	suggestions	homographic	suggestions
en_6575	She was only a Photographer's daughter, but she was really developed.	developed	homographic	developed
en_6584	A teacher used his index finger to ask a lot of pointed questions.	pointed	homographic	pointed
en_6589	Kennebunkport was George Bush's maine vacation spot.	maine	homophonic	main
en_6610	Swine were the most influential animal of the last decade.	influential	homophonic	influenza
en_6612	If you're stiff as a board it could be the lumbar.	lumbar	homophonic	lumber
en_6615	For the office drunk: He generally found him loaded with work to do.	loaded	homographic	loaded
en_6616	A racehorse's life is always on track.	track	homographic	track
en_6625	Why are Italians so good at making coffee? Because they really know how to espresso themselves.	espresso	homophonic	express
en_6626	The electrician got his supplies at the outlet store.	outlet	homographic	outlet
en_6631	Nice looking glass! he said reflectively.	reflectively	homophonic	reflective
en_6632	Hangmen always keep their customers in the loop.	loop	homographic	loop
en_6639	The dieters vowed to let nothing go to waist.	waist	homophonic	waste
en_6644	I've never killed a deer before but I'll take a shot at it.	shot	homographic	shot
en_6666	Wheaties near the body suggested that police look for a cereal killer.	cereal	homophonic	serial
en_6672	A police dog is often the scenter of a drug arrest.	scenter	homophonic	center
en_6673	My wife is a fine cook, plus a great algebra teacher, she is quite famous for her pi.	pi	homophonic	pie
en_6679	The first fish to gather in schools was the grouper.	grouper	homographic	grouper
en_6682	My name is Wade and I'm in swimming pool maintenance.	wade	homographic	wade
en_6689	Some people like raw meat on rare occasions.	rare	homographic	rare
en_6691	Those who make magnets can be quite attractive.	attractive	homographic	attractive
en_6693	It wasn ’ t the apple on the tree, but the pair beneath it.	pair	homophonic	pear
en_6699	If you ride a bus you have to pay your fare share.	fare	homophonic	fair
en_6701	Cosign here, read the first instruction on the trigonometry placement exam.	cosign	homophonic	sign
en_6705	Working in the bakery left her with a loathe of bread.	loathe	homophonic	loaf
en_6722	Communism is a complicated thing. You must think about from all sorts of Engels.	engels	homophonic	angles
en_6734	An argument at the Bomb Squad convention ended in a blowup.	blowup	homographic	blowup
en_6739	Getting rid of your boat for another could cause a whole raft of problems.	raft	homographic	raft
en_6745	Old seers never die they just lose their vision.	vision	homographic	vision
en_6746	She had a boyfriend with a wooden leg, but broke it off.	broke	homographic	broke
en_6748	She started a new courier business for an express purpose.	express	homographic	express
en_6759	The plot to his story of the pond was quite shallow.	shallow	homographic	shallow
en_6762	Everybody was in shock when the hair stylist dyed.	dyed	homophonic	died
en_6785	I've joined the navy, he said fleetingly.	fleetingly	homophonic	fleet
en_6789	There was a sale at the fish market today. I went to see what was the catch.	catch	homographic	catch
en_6795	Wife to husband," That was an explosive passage of gas, I'd say about 8. 0 on the sphincter scale."	sphincter	homophonic	richter
en_6804	Old chinese cooks never die, they just wok away	wok	homophonic	walk
en_6805	I just had some coffee that was good only for its sedimental value.	sedimental	homophonic	sentimental
en_6810	His qualifications as a math teacher didn't add up.	add	homographic	add
en_6813	Two friends took ropes to school so that they could skip out.	skip	homographic	skip
en_6824	My name is Melody. A Musician	melody	homographic	melody
en_6829	The comedian stopped at the fabric store on his way to a comedy gig. He was looking for new material.	material	homographic	material
en_6834	A test-tube baby has a womb with a view.	womb	homophonic	room
en_6838	She was only a Colonel's Daughter, but she was great to the navy and rotten to the corps.	corps	homophonic	core
en_6841	I met a math professor who has 12 children-she really knows how to multiply.	multiply	homographic	multiply
en_6842	It's a fact, taller people sleep longer in bed.	longer	homographic	longer
en_6855	At the petting zoo I saw a sheep scratching itself. Turns out it had fleece.	fleece	homophonic	fleas
en_6858	A guy swallowed a spoon and found he couldn't stir.	stir	homographic	stir
en_686	The Jedi Knight traded in his light saber for a light dagger. He had gone over to the dirk side.	dirk	homophonic	dark
en_6861	She said she wasn't pregnant but contractions speak louder then words.	contractions	homophonic	actions
en_6865	A man giving a speech by candle-light can wax eloquent.	wax	homographic	wax
