id_en	text_clean
en_6512	The corner of Ninth and Broad attracts a lot of the homeless because of its reputation for having a grate area for sleeping
en_6515	Old meteorologists never die, they just get under the weather.
en_6516	My name is Manuel, I write instruction books.
en_652	Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path.
en_6529	Old mathematicians never die, they just lose some functions.
en_6532	A case of disappearing bison had police completely buffaloed.
en_6543	If they say you look good in glasses that would be an optical allusion.
en_6552	"This is the Netherlands," he stated flatly.
en_6553	I tried hard to get into vexillology, but, in the end, had to flag it away.
en_6555	Oh what a tangled web we weave. On the Internet.
en_6558	I can't really see myself without eyes.
en_6565	She was only a Weatherman's daughter, but she sure had a warm front.
en_6568	The hypnotist went out of business because he ran out of suggestions.
en_6575	She was only a Photographer's daughter, but she was really developed.
en_6584	A teacher used his index finger to ask a lot of pointed questions.
en_6589	Kennebunkport was George Bush's maine vacation spot.
en_6610	Swine were the most influential animal of the last decade.
en_6612	If you're stiff as a board it could be the lumbar.
en_6615	For the office drunk: He generally found him loaded with work to do.
en_6616	A racehorse's life is always on track.
en_6625	Why are Italians so good at making coffee? Because they really know how to espresso themselves.
en_6626	The electrician got his supplies at the outlet store.
en_6631	"Nice looking glass!" he said reflectively.
en_6632	Hangmen always keep their customers in the loop.
en_6639	The dieters vowed to let nothing go to waist.
en_6644	I've never killed a deer before but I'll take a shot at it.
en_6666	Wheaties near the body suggested that police look for a cereal killer.
en_6672	A police dog is often the scenter of a drug arrest.
en_6673	My wife is a fine cook, plus a great algebra teacher, she is quite famous for her pi.
en_6679	The first fish to gather in schools was the grouper.
en_6682	My name is Wade and I'm in swimming pool maintenance.
en_6689	Some people like raw meat on rare occasions.
en_6691	Those who make magnets can be quite attractive.
en_6693	It wasn ’ t the apple on the tree, but the pair beneath it.
en_6699	If you ride a bus you have to pay your fare share.
en_6701	"Cosign here," read the first instruction on the trigonometry placement exam.
en_6705	Working in the bakery left her with a loathe of bread.
en_6722	Communism is a complicated thing. You must think about from all sorts of Engels.
en_6734	An argument at the Bomb Squad convention ended in a blowup.
en_6739	Getting rid of your boat for another could cause a whole raft of problems.
en_6745	Old seers never die they just lose their vision.
en_6746	She had a boyfriend with a wooden leg, but broke it off.
en_6748	She started a new courier business for an express purpose.
en_6759	The plot to his story of the pond was quite shallow.
en_6762	Everybody was in shock when the hair stylist dyed.
en_6785	"I've joined the navy," he said fleetingly.
en_6789	There was a sale at the fish market today. I went to see what was the catch.
en_6795	Wife to husband," That was an explosive passage of gas, I'd say about 8. 0 on the sphincter scale."
en_6804	Old chinese cooks never die, they just wok away
en_6805	I just had some coffee that was good only for its sedimental value.
en_6810	His qualifications as a math teacher didn't add up.
en_6813	Two friends took ropes to school so that they could skip out.
en_6824	My name is Melody. A Musician
en_6829	The comedian stopped at the fabric store on his way to a comedy gig. He was looking for new material.
en_6834	A test-tube baby has a womb with a view.
en_6838	She was only a Colonel's Daughter, but she was great to the navy and rotten to the corps.
en_6841	I met a math professor who has 12 children-she really knows how to multiply.
en_6842	It's a fact, taller people sleep longer in bed.
en_6855	At the petting zoo I saw a sheep scratching itself. Turns out it had fleece.
en_6858	A guy swallowed a spoon and found he couldn't stir.
en_686	The Jedi Knight traded in his light saber for a light dagger. He had gone over to the dirk side.
en_6861	She said she wasn't pregnant but contractions speak louder then words.
en_6865	A man giving a speech by candle-light can wax eloquent.
en_6876	The math teacher was hungry, but all she had to eat was a piece of pi.
en_6880	He was facinated by his new welding job. It was riveting.
en_6885	The young pine sapling was admonished by his father. Apparently he'd been knotty.
en_6888	I watched a movie about a baby hen, it was a real chick flick.
en_6895	I do a lot of spreadsheets in the office so you can say I'm excelling at work.
en_6902	We'll never run out of math teachers because they always multiply.
en_6905	Sign on a broken perfume bottle," Out of odor ".
en_6909	A veterinarian knows how to make a dog heal.
en_691	"I'm just an ordinary soldier," he admitted privately.
en_6913	I get my large circumference from too much pi.
en_6914	What keeps a dock floating above water? Pier pressure.
en_6919	Wanting to buy his girlfriend a gift that she was sure to appreciate, Bugs Bunny decided that something on the order of twenty-four carats would be about right.
en_6922	Dateline London: Eccentric ornithologist travels to foreign land to teach pigeon English.
en_6932	A professor without a pointer may find that his lecture is pointless.
en_695	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.
en_6950	3.142 he enumerated piously.
en_6951	The mother kangaroo tried to instill good financial habits in her baby. She told him to pocket all his allowance.
en_6966	The mathematician worked at home because he only functioned in his domain.
en_6990	Old chemists never die, they just lose their refluxes.
en_6997	A family went to watch a 007 movie at the theatre, it was a bonding experience.
en_6998	The airlines have become so cash-strapped, they charged me for my emotional baggage.
en_7	Can you read music? the bandleader asked notably.
en_70	If a horse could predict the weather, it would probably say that the weather is stable.
en_700	Many are content to live in a coal mine and never see the son.
en_701	Old hairdressers never dye... or cut.
en_7013	Yesterday a cow saved my life-it was bovine intervention.
en_7020	Photography developers occasionally have serious emulsional problems.
en_7024	Piano players are considered to be Baldwin they lose their hair.
en_703	To become an electrician you have to pass a battery of tests.
en_7031	The doctor couldn't transfer the organs because he didn't have the guts to do it.
en_7039	"I have a gift for you," he said presently.
en_7049	On being served an extravagant dessert: "So rich, it has its own tax shelters."
en_7059	A doctor's mistakes go six feet under; a dentist's cover an acre.
en_7064	Some rappers are good but others are Ludacris.
en_7067	Jesus did the only extreme world makeover, the flood
en_707	She's a composer who has scores of works to her credit.
en_7076	May the 4th be with you.
en_708	Old math profs never die, they just can't differentiate.
en_7087	Why didn't the little boy ask the flight attendant for a snack? He didn't have the nuts.
en_7095	Old bathers never die, they just wade away.
en_7096	Two banks with different rates have a conflict of interest.
en_7097	I was struggling to figure out how lightning works then it struck me.
en_7101	A thief who stole a calendar got twelve months.
en_7105	Some business graphs are full of legend.
en_7108	If gophers become extinct, the hole ecosystem will die.
en_7109	Old university presidents never die, they just lose their faculties
en_7117	A lot of trees were dying, but they needed to figure out the root of the problem.
en_7125	A boating accident between the yacht, Red Dawn, and the schooner, Blue Lagoon, left the survivors marooned.
en_7126	Graveyard workers really dig their jobs.
en_7133	A lovely lady who lost her watch became a timeless beauty.
en_7136	Don't argue with a bomb inventor-he might blow up at you.
en_7138	Sailors like to seas opportunities.
en_7154	There's a new magnetic steam iron that makes your clothes attractive.
en_7155	French bankers are known for their franc talk.
en_7159	When I had my PlayStation stolen, my family were there to console me.
en_7165	She was only a Electrician's daughter, but she certainly had good connections.
en_7167	She was only a Sailor's daughter and how she loved seamen.
en_717	Don't expect to eat something fancy when you're flying because it's plane food.
en_7170	All students in Helsinki go to Finnish school.
en_7172	I was going to buy a book on phobias, but I was afraid it wouldn't help me.
en_7173	Underpaid weather forecasters predicted a storm of protest.
en_7174	Old electricians never die, they just lose their resistance.
en_7180	High on a ladder he saw a beautiful girl below. He fell for her.
en_7182	Old hockey players never die, they just achieve their final goal.
en_7187	My fear of planes has taken off.
en_7191	Old storekeepers never die, they just sale away.
en_7194	"I'm dying," he croaked.
en_7195	Old accountants never die, they just lose their balance.
en_7196	When crazy glue was invented lots of people became attached to it.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.
en_7205	Conjoined twins aren't the only twins with special connections.
en_7208	It was the first time she'd seen a live sponge on display, and she really soaked it in.
en_721	The pope, on his 2008 tour in the United States, skipped Mass.
en_7216	If you work in a forestry company you will probably have to log your time.
en_7219	"I was the first to climb Mount Everest," he said hilariously.
en_7222	The tightrope walker gently took a step at a time and always wore diamond-laced slippers. The spectators always would stare in awe at the tightrope walker's feat.
en_7224	Doctor, Doctor I feel like a pair of curtains-Well pull yourself together then. Next.
en_7227	"This is where I keep my arrows," he said quiveringly.
en_723	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.
en_7238	Old botanists never die, they're just deflowered.
en_7239	"I'm waiting to see the doctor," he said patiently.
en_725	My name is Otto. I'm a car mechanic.
en_7258	When the waiter told me they were out of corn I said, 'That really shucks.'
en_7277	Money doesn't grow on sprees.
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.
en_7282	She was only a Catcher's daughter, but she had many balls bounce off her chin.
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.
en_7296	Old grocers never die, they just get shelved.
en_731	Galois wanted to assemble his own group.
en_7318	A cook made pancakes flippantly.
en_7319	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.
en_7332	Guerrilla warfare is more than just throwing a banana.
en_7345	I can Harley wait to get my motorbike license.
en_7348	"There's room for one more," he admitted.
en_7352	A contest held by fire fighters is called a 'match'.
en_7365	"I'm a Soviet agent in England," he said bluntly.
en_7366	You should never drink beyond the pint of no return.
en_7368	Darwin said he'd have to see what evolved.
en_7374	To plan a graveyard you need a skeleton idea before a detailed plan.
en_7382	Waiter, I'll have my bill now.-How did you find your steak, sir?-Oh, I just moved the potato and there it was.
en_7383	Doctor, doctor, I keep thinking I'm a billiard ball.-Get back in the queue. Next.
en_7384	The bald man decided to consider a hair transplant to rogaine his confidence in looking younger.
en_7386	The couple grew fruit trees and lived to a ripe old age.
en_7402	Authors can be very PENsive.
en_7406	Cousteau was submerged in his work.
en_7421	My sweet mother got so old she granulated.
en_7432	I noticed that the sun was out, and nobody had bothered to relight it.
en_7436	My mate swallowed a cordless vacuum cleaner, they took him to hospital and he is picking up nicely.
en_7438	What did the nice girl say when her date invited her home to see his stamp collection? 'Philately will get you nowhere'.
en_7444	She was only a Carpenter's daughter, but she knows every vise.
en_7454	To teach someone how to build a compass you have to be good at giving directions.
en_747	The plums for sale dried out, so the profits were pruned.
en_7474	Trophy shops often will give customers floss with their purchase to eliminate plaque problems.
en_7478	If there is a hypocrite between you and the church, he is closer to god than you.
en_748	Call me a taxi.-OK, you're a taxi.
en_7488	In War of the Worlds, humans survived the attack because of their unalienable right to life.
en_7489	"Are you homosexual?" he queried gaily.
en_7494	When longshoremen show up late for work they get docked.
en_7496	The key to changing your performance ability is by tuning out criticism and staying musically octave.
en_75	The unveiling of the statue was a monumental occasion.
en_7508	The waiter was shocked when I asked for my salad to be served naked. I explained, no dressing please.
en_754	The Vikings landed during thunder and lightning and took the city by storm.
en_7540	Old bus drivers never die, they just take a turn for the worse.
en_7547	Old bowlers never die they just end up in the gutter.
en_7554	I dropped a tub of margarine in the kitchen and ended up with a Parkay floor.
en_7560	Is that pure rump roast? Nothing butt.
en_7564	A cow that is pampered too much will give spoiled milk.
en_7581	He was trying to sell me new windows, but his motivations were transparent.
en_7582	Old gamblers never die, they just get discarded.
en_7593	The manufacturing of t-shirts has really cotton.
en_7604	Astronauts work in a nice atmosphere.
en_7608	Airline pilots make many friends in high places.
en_761	"She even flies her own jet," he leered.
en_7611	If you work in a tire factory you have to get rolling every morning.
en_7612	One gruelingly intense month into the year-long diet regimen, the overwhelmed patient concluded she could not stand the weight.
en_762	He was almost persuaded to invest in a poultry farm, but chickened out at the last minute.
en_7636	A bacteria walked into a bar and the bartender said, 'We don't serve bacteria in this place.' The bacteria said, 'But I work here, I'm staph.'
en_7637	An electric company is always looking for high energy employees.
en_7639	"There, there," was his pat answer.
en_7652	The orange squeezer was invented with some juicy information.
en_7655	If you work in a bakery you may have to take on many roles.
en_7658	Old geographers never die, they just become legends.
en_7673	She was only a Columnist's daughter, but she's always chasing wild roomers.
en_7680	Fishers often wet their appetite.
en_7696	Old geometry teachers never die, they just go off on a tangent.
en_7697	The fish were shy-obviously koi.
en_771	"I've been to a film festival in the South of France," he said cannily.
en_7724	She wanted to be a weaver but there were always too many snags.
en_773	In the winter, some horses are Friesian.
en_7732	My name is Phillip, I'm a service station attendant.
en_7739	Some people still think that writing long stories is a novel idea.
en_7740	A politician who had been an astronomer was always saying'no comet '.
en_7747	She had two different jobs as a chef which gave her a full plate.
en_7749	Old doctors never die they just lose their patience.
en_7751	My name is Victor, and I'm a winner in everything I do.
en_7753	Two rites make a wrong where bigamy is concerned.
en_7754	He threw jello at his wife, who had him arrested for carrying a congealed weapon.
en_7757	The fine print is usually a clause for suspicion.
en_7759	Old electricians never die, they just lose their spark.
en_7762	One palm tree said to another 'let's have a date.'
en_7766	Exposure to the Son prevents burning
en_7783	The anesthesiologist's computer has an ethernet connection.
en_7790	After the lawyer flushed the toilet, it went to the suer.
en_7796	A boy who instinctively waves at people has a natural hi.
en_7798	Did you hear about that new drug that makes people angry? It's all the rage now.
en_78	The racers all had shorts on that were too small for them, so it was a tight race.
en_7801	Rental agents offer quarters for dollars.
en_7804	The All-Pro wide receiver's wedding was a little bit shaky, but his reception was excellent.
en_7815	Don't get lost in the mist or else you won't have the foggiest idea where you are.
en_7817	Computer programs for gambling need beta testing.
en_7818	My name is Charity, a televangelist
en_782	The sailor called his girlfriend's belly ring a naval destroyer.
en_7832	The weekend reporter sailed through the newscasts while the anchor was aweigh.
en_7847	When the beekeeper moved into town he created quite a buzz.
en_7852	I was caught studying the periodic table in English class. It was an elementary mistake.
en_7853	Old golfers never die they just putter away.
en_7854	She was only a Convict's daughter, but she sure knew all of the bars.
en_7859	I was going to study the work of Sigmund Freud, but I was too Jung to understand it.
en_7860	Soon after he joined the band, the guitarist was instrumental.
en_7866	A waterbed may just be the vinyl resting place.
en_7875	I like elevators they let me say jokes on every level.
en_7888	Aliens are lovable because they're so spatial.
en_7890	"Consult an investment broker," was his stock answer.
en_7895	When she made Mario Puzo's books required reading for her class, she made him an author they couldn't refuse.
en_7896	Someone led me to believe that graphite was discovered in Pennsylvania.
en_79	The astronomer's research project didn't win him the coveted Galaxy Award, but he did receive a constellation prize.
en_7903	Ms. Earhart's loss to aviation could never be ameliorated.
en_7909	When gossip finally led to the landlady's arrest for murdering her tenants and scattering parts of their bodies around town, her only comment was," Well, that's what comes of spreading roomers."
en_7936	Patience is a virtue that carries a lot of wait.
en_7938	The agreeable tennis umpire was generous to a fault.
en_7940	My name is Derek. I'm in the oil rig business.
en_7941	The church choir robes were too long and needed to be hymned.
en_7946	The designer wondered why his pirate room wasn't perfect, and the judge told him he went a little overboard.
en_795	Follow your knows.
en_7950	Drinking a whole bucket of water could make you turn pail.
en_7958	The haughty magician had illusions of grandeur.
en_7969	A job circumcising elephants isn't so bad. The base salary is small but the tips are big.
en_7970	Low carb diets really go against the grain.
en_7977	If you're a gardener you might call yourself a 'plant manager'.
en_7985	As soon as the airplane was invented, things were looking up.
en_7992	I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales.
en_7994	Two blackberries met. They were both in a jam.
en_7997	Vines are extremely short-tempered. They snap at the slightest wind.
en_7998	There was an orchestra conductor who threw tempo tantrums.
en_8004	The chicken crossed the playground to get to the other slide.
en_8011	Waiter, my bill please.-How did you find your luncheon, sir?-With a magnifying glass.
en_8015	Math class is full of drama. There are so many problems to work out.
en_8020	My cavity wasn't fixed by my regular dentist, but by a guy who was filling in.
en_8022	My name is Harold. I'm a messenger.
en_8023	To kill a circus in one blow, go for the juggler.
en_8032	Lawyers have to like alcohol because they're always being called to the bar.
en_8033	"What's a wide-angle lens?" he asked obtusely.
en_8035	A successful diet is the triumph of mind over platter.
en_8038	Two referees went head to head because they had a score to settle.
en_8042	Volta was electrified.
en_8051	"I'm not sure about Heisenberg," he said uncertainly.
en_8058	They threw a party for the inventor of the toaster. And he was toasted.
en_8061	Did you hear about the nervous preacher? He had sweaty psalms.
en_8062	In a recession, the most secure job is garbage-man. Business is always picking up.
en_807	When I went to the International Club, I accidentally spilled coffee on a Hindu lady's dress. I told her I was very sari.
en_8078	"I have been reading Voltaire," he admitted candidly.
en_8085	Old math teachers never die, they just become irrational.
en_8088	He bought lots of pens before starting his new job. He wanted to make his mark.
en_8093	I used to be afraid of purchasing residential property for the purpose of renting, but now I have an apartment complex.
en_8098	They were the quietest burglars in the history of New York City. The newspapers called them 'Criminal Mimes.'
en_8115	My name is Emmy, I'm a T. V. star
en_8123	"I swallowed some of the glass from that broken window," he said painfully.
en_8135	The Junior NCO had sore wrists. The doctor said it was corporal tunnel syndrome.
en_815	I really do have a photographic memory. I just haven't developed it yet.
en_8153	My name is Chuck, I'm a butcher.
en_8154	A high scoring football game can be very offensive.
en_8155	The guilt-ridden shark always has a feeling of remoras.
en_8156	Greys Anatomy has many humerus remarks.
en_8159	A husband and wife argued over the weather, but it soon blew over.
en_8170	She was only a Governor's daughter, but what a state she was in.
en_8174	I wondered why the baseball was getting bigger. Then it hit me.
en_8175	He bought a rope factory to tie into his empire.
en_8186	A china doll was marked in tiny letters: 'maid in USA'.
en_8194	I'd tell you a joke about a cow but I always butcher it.
en_8196	Some horses cause their owners a lot of woe.
en_8197	Power corrupts, especially at the electric company.
en_820	Can honeybee abuse lead to a sting operation?
en_8209	"One of the tires just blew out," he said sparingly.
en_821	The fisherman kept bragging about the big fish he caught, but he would not be very pacific about where he caught it.
en_8213	"I've struck oil!" he gushed.
en_822	When buying a battery you should never have to charge it.
en_8227	Old divers never die, they just flop.
en_8233	Reading music makes me crotchety.
en_8239	Tennis players don't marry because Love means Nothing to them.
en_8259	"It's between my sole and my heel," he said archly.
en_826	Old electricians never die, they just lose their potential.
en_8266	She was only a Cyclist's daughter, but she peddled it all over town.
en_8280	Oil executives are always using crude language.
en_8281	"I've caught Moby Dick!" he wailed.
en_8284	If an animal looses its tail it should shop at a retail store.
en_8292	A reformed arsonist was in confession. He began," Bless me Father for I have singed."
en_8296	Old cheese makers never die, they just lose their whey
en_8304	We were so poor when I was growing up we couldn't even afford to pay attention.
en_8315	A train load of paint derailed. Nearby businesses were put in the red.
en_8321	"Where shall I plant these water lilies?" he pondered.
en_8323	Making your own hard liquor is a whiskey business.
en_8339	When cave men got together they formed clubs.
en_8343	Take a God look at yourself.
en_8344	"I can eat one hundred and forty-four," he boasted grossly.
en_8356	After a day of changing her triplet's diapers, the new mother was feeling rather pooped.
en_8359	Old photographers never die, they just lose their focus.
en_8361	"It's a unit of electric current," he said amply.
en_8362	Animals are slaughtered for meat at a tender age.
en_8369	The forecaster was away because he was under the weather.
en_8373	An unemployed logger is a would worker.
en_8374	Old cowboys never die, they just get the boot.
en_8388	A paramedic got a new job as a chauffeur: an ambiance driver.
en_8392	The place that made rubber balls almost went bankrupt, but they bounced back.
en_8393	Old academicians never die, they just lose their faculties
en_8396	Some clockmakers are normal, but others are a little cuckoo.
en_8400	I had such a bad cold, I thought I was coffin to death.
en_8402	My name is Rich, A successful investment banker.
en_8404	Are giraffes good pets or are they too high maintenance?
en_8410	I was kicked out of math class for one too many infractions.
en_8425	The teacher asked a question and the students were all up in arms.
en_8427	A lawyer asked his dentist to give him a retainer.
en_8442	In equations with square numbers I can never find the root of the problem.
en_8451	After he bought his two-year-old a felt pen, he was a marked man.
en_8452	In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst.
en_8460	Getting soap in your eyes is no lathering matter.
en_8463	I had to pay to get into the annual local carnival. But that was the county fare.
en_8465	"I haven't developed my photographs yet," he said negatively.
en_8467	You should never take rocks for granite.
en_8468	Old statisticians never die, they just get mean.
en_8471	Old electricians never die they just lose contact.
en_8472	Old electricians never die, they just keep plugging away.
en_8473	Old sailors never die, they just lose their porpoise.
en_853	He gave up playing chess, and went on to a checkered career.
en_854	He stayed at the auction to the bidder end.
en_857	The workers at that inn are very unfriendly. They create a hostel environment.
en_86	My boyfriend and I started to date after he backed his car into mine. We met by accident.
en_868	The passenger couldn't find where his next flight was, but then he made the connection.
en_874	"Eating uranium makes me feel funny," he said radiantly.
en_877	The case against a donut thief was full of holes.
en_901	"I wish I could remember the name of that card game," he said wistfully.
en_902	They replaced the baseball with an orange to add zest to the game.
en_91	Old statisticians never die, they just average out.
en_913	The inventor of the fahrenheit scale solved the problem by degrees.
en_918	I used to be addicted to soap, but I'm clean now.
en_920	Bike sales go in cycles.
en_929	She was only a Farmer's daughter, but she was the best little hoer in the county.
en_935	Our bikinis are exciting. They are simply the tops.
en_937	My father slept under the bed, I think he was a little potty.
en_940	I was fighting a Dragon, easier slayed then done.
en_959	Be the soul supporter of your children.
en_962	You have to fill out many government forms because there are many forms of government.
en_965	Sea captains have a lot of latitude.
en_968	Last night, I kept dreaming that I had written Lord of the Rings. The wife said I'd been tolkien in my sleep.
en_99	How does a card player party? They shuffle.
