id_en	en	fr	text_fr	text_clean
en_4803	The actors had one great movie after another. They were on a role.	L'acteur enchaînait les rôles. Il était sur une bonne série.	L'acteur enchaînait les rôles. Il était sur une bonne série.	L'acteur enchaînait les rôles. Il était sur une bonne série.
en_4804	Act your praise, not your shoe size.	Demande le prix pas ta pointure, tu peux en avoir trois pour le prie-dieu.	Demande le prix pas ta pointure, tu peux en avoir trois pour le prie-dieu.	Demande le prix pas ta pointure, tu peux en avoir trois pour le prie-dieu.
en_4806	''Would anyone like some Parmesan?'' asked Tom gratingly.	"Est-ce que quelqu'un aimerait avoir du Parmesan?" demanda Tom d'un air gratifiant.	"Est-ce que quelqu'un aimerait avoir du Parmesan?" demanda Tom d'un air gratifiant.	"Est-ce que quelqu'un aimerait avoir du Parmesan?" demanda Tom d'un air gratifiant.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens, on ne les enterre pas, ils se font étriller par classe d'âge, par genre et par état civil.	Les vieux statisticiens, on ne les enterre pas, ils se font étriller par classe d'âge, par genre et par état civil.	Les vieux statisticiens, on ne les enterre pas, ils se font étriller par classe d'âge, par genre et par état civil.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les statisticiens ne se marient pas, ils se casent	Les statisticiens ne se marient pas, ils se casent	Les statisticiens ne se marient pas, ils se casent
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens ne meurent jamais, il se décomposent par l'âge, le sexe et le statut matrimonial.	Les vieux statisticiens ne meurent jamais, il se décomposent par l'âge, le sexe et le statut matrimonial.	Les vieux statisticiens ne meurent jamais, il se décomposent par l'âge, le sexe et le statut matrimonial.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens ne meurent jamais, ils se décomposent selon l'âge, le sexe et l'état civil.	Les vieux statisticiens ne meurent jamais, ils se décomposent selon l'âge, le sexe et l'état civil.	Les vieux statisticiens ne meurent jamais, ils se décomposent selon l'âge, le sexe et l'état civil.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens ne meurent jamais, ils se décomposent en fonction de l'âge, du sexe et de l'état civil.	Les vieux statisticiens ne meurent jamais, ils se décomposent en fonction de l'âge, du sexe et de l'état civil.	Les vieux statisticiens ne meurent jamais, ils se décomposent en fonction de l'âge, du sexe et de l'état civil.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens ne meurent jamais, ils se dispersent aléatoirement dans les sondages en fonction de l’âge, du sexe et de l’état civil.	Les vieux statisticiens ne meurent jamais, ils se dispersent aléatoirement dans les sondages en fonction de l’âge, du sexe et de l’état civil.	Les vieux statisticiens ne meurent jamais, ils se dispersent aléatoirement dans les sondages en fonction de l’âge, du sexe et de l’état civil.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Un statisticien ne meurt jamais, seulement, il n'est plus qu'un nombre de lui-même.	Un statisticien ne meurt jamais, seulement, il n'est plus qu'un nombre de lui-même.	Un statisticien ne meurt jamais, seulement, il n'est plus qu'un nombre de lui-même.
en_4813	OLD STATISTICIANS never die, they just get broken down by age, sex and marital status.	Les vieux statisticiens ne meurent jamais, Crest juste qu'on les disperse par âge, sexe et statut conjugal	Les vieux statisticiens ne meurent jamais, Crest juste qu'on les disperse par âge, sexe et statut conjugal	Les vieux statisticiens ne meurent jamais, Crest juste qu'on les disperse par âge, sexe et statut conjugal
en_4817	The IRS left a message on my cell phone that I owed them more money. It was a taxed message.	Le fisc a laissé un message sur mon portable disant que je leur devais encore de l'argent. C'était un message taxé.	Le fisc a laissé un message sur mon portable disant que je leur devais encore de l'argent. C'était un message taxé.	Le fisc a laissé un message sur mon portable disant que je leur devais encore de l'argent. C'était un message taxé.
en_4824	OLD GARDENERS never die they are just deflowered.	Les anciens jardiniers ne meurent pas, ils ne sont qu'à la fleur de l'âge.	Les anciens jardiniers ne meurent pas, ils ne sont qu'à la fleur de l'âge.	Les anciens jardiniers ne meurent pas, ils ne sont qu'à la fleur de l'âge.
en_4824	OLD GARDENERS never die they are just deflowered.	Un fleuriste ne meurt jamais, seulement, il a tendance à se fâner.	Un fleuriste ne meurt jamais, seulement, il a tendance à se fâner.	Un fleuriste ne meurt jamais, seulement, il a tendance à se fâner.
en_4824	OLD GARDENERS never die they are just deflowered.	Les jardiniers ne meurent pas, seulement, ils deviennent un peu dur de la feuille	Les jardiniers ne meurent pas, seulement, ils deviennent un peu dur de la feuille	Les jardiniers ne meurent pas, seulement, ils deviennent un peu dur de la feuille
en_4824	OLD GARDENERS never die they are just deflowered.	Les jardiniers ne meurent pas : ils sont déflorés, c'est tout. ?	Les jardiniers ne meurent pas : ils sont déflorés, c'est tout. ?	Les jardiniers ne meurent pas : ils sont déflorés, c'est tout. ?
en_4824	OLD GARDENERS never die they are just deflowered.	Les vieux jardiniers ne meurent pas, ils se font juste déflorer	Les vieux jardiniers ne meurent pas, ils se font juste déflorer	Les vieux jardiniers ne meurent pas, ils se font juste déflorer
en_4824	OLD GARDENERS never die they are just deflowered.	Les vieux jardiniers ne fanent jamais même quand ils sont déflorés.	Les vieux jardiniers ne fanent jamais même quand ils sont déflorés.	Les vieux jardiniers ne fanent jamais même quand ils sont déflorés.
en_4824	OLD GARDENERS never die they are just deflowered.	Les jardiniers ne meurent jamais, ils mangent juste les pissenlits par la racine.	Les jardiniers ne meurent jamais, ils mangent juste les pissenlits par la racine.	Les jardiniers ne meurent jamais, ils mangent juste les pissenlits par la racine.
en_4824	OLD GARDENERS never die they are just deflowered.	Les vieux jardiniers ne meurent pas, ils sont juste déflorés.	Les vieux jardiniers ne meurent pas, ils sont juste déflorés.	Les vieux jardiniers ne meurent pas, ils sont juste déflorés.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Les vendeurs de chips n'ont la patate que lorsque leurs produits se vendent bien.	Les vendeurs de chips n'ont la patate que lorsque leurs produits se vendent bien.	Les vendeurs de chips n'ont la patate que lorsque leurs produits se vendent bien.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Lorsque les clients ont fini leur bière et que le serveur arrive, ils savent que le moment de verre oté est proche.	Lorsque les clients ont fini leur bière et que le serveur arrive, ils savent que le moment de verre oté est proche.	Lorsque les clients ont fini leur bière et que le serveur arrive, ils savent que le moment de verre oté est proche.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs se refilent la patate chaude.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs se refilent la patate chaude.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs se refilent la patate chaude.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Quand les pommes sautées ne se vendent pas, le fabricant n'a pas la frite.	Quand les pommes sautées ne se vendent pas, le fabricant n'a pas la frite.	Quand les pommes sautées ne se vendent pas, le fabricant n'a pas la frite.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs savent que ça peut être chaud patate.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs savent que ça peut être chaud patate.	Quand les chips de pommes de terre ne se vendent pas assez vite, les producteurs savent que ça peut être chaud patate.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Le vendeur de chips a fait faillite, tu veux que je raconte ce qu'il s'est passé ? J’ai des infos croustillantes !	Le vendeur de chips a fait faillite, tu veux que je raconte ce qu'il s'est passé ? J’ai des infos croustillantes !	Le vendeur de chips a fait faillite, tu veux que je raconte ce qu'il s'est passé ? J’ai des infos croustillantes !
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	A l'usine de chips, quand l'emballage prend du retard, les employés savent qu'ils vont devoir mettre le paquet.	A l'usine de chips, quand l'emballage prend du retard, les employés savent qu'ils vont devoir mettre le paquet.	A l'usine de chips, quand l'emballage prend du retard, les employés savent qu'ils vont devoir mettre le paquet.
en_4828	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	Quand les chips ne se vendent pas assez vite, le vendeur sait qu'il va falloir mettre le paquet.	Quand les chips ne se vendent pas assez vite, le vendeur sait qu'il va falloir mettre le paquet.	Quand les chips ne se vendent pas assez vite, le vendeur sait qu'il va falloir mettre le paquet.
en_4829	When the plums dry on your tree, it's time to prune.	Si les prunes sèchent dans les arbres, il est temps d'épruner le jardin.	Si les prunes sèchent dans les arbres, il est temps d'épruner le jardin.	Si les prunes sèchent dans les arbres, il est temps d'épruner le jardin.
en_4830	As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail.	Alors que sir Galahad soulevait le calice sacré, le fond tomba; il avait en effet trouvé le Graal troué.	Alors que sir Galahad soulevait le calice sacré, le fond tomba; il avait en effet trouvé le Graal troué.	Alors que sir Galahad soulevait le calice sacré, le fond tomba; il avait en effet trouvé le Graal troué.
en_4830	As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail.	Lorsque Sir Galahad a soulevé le calice sacré, le fond est tombé. Il avait en effet trouvé le Graal troué.	Lorsque Sir Galahad a soulevé le calice sacré, le fond est tombé. Il avait en effet trouvé le Graal troué.	Lorsque Sir Galahad a soulevé le calice sacré, le fond est tombé. Il avait en effet trouvé le Graal troué.
en_4833	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.	Tu as entendu parler de l'homme qui a été jabé dans le dos avec un jeu de clés? Son dos s'est verrouillé.	Tu as entendu parler de l'homme qui a été jabé dans le dos avec un jeu de clés? Son dos s'est verrouillé.	Tu as entendu parler de l'homme qui a été jabé dans le dos avec un jeu de clés? Son dos s'est verrouillé.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Les installateurs de conduits d’aération ne manquent pas d’air.	Les installateurs de conduits d’aération ne manquent pas d’air.	Les installateurs de conduits d’aération ne manquent pas d’air.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Au syndicat des installateurs de clim, ils ont bien des occasions de souffler le chaud et le froid.	Au syndicat des installateurs de clim, ils ont bien des occasions de souffler le chaud et le froid.	Au syndicat des installateurs de clim, ils ont bien des occasions de souffler le chaud et le froid.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Dans le syndicat des installateurs de ventilation, les membres brassent beaucoup d'air.	Dans le syndicat des installateurs de ventilation, les membres brassent beaucoup d'air.	Dans le syndicat des installateurs de ventilation, les membres brassent beaucoup d'air.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Au sein du syndicat des installateurs de climatiseurs, ça brasse un peu de l'air.	Au sein du syndicat des installateurs de climatiseurs, ça brasse un peu de l'air.	Au sein du syndicat des installateurs de climatiseurs, ça brasse un peu de l'air.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Le syndicat des installateurs de conduits d'aération parle beaucoup mais c'est du vent.	Le syndicat des installateurs de conduits d'aération parle beaucoup mais c'est du vent.	Le syndicat des installateurs de conduits d'aération parle beaucoup mais c'est du vent.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Au syndicat des installateurs d'aération, ils ne ratent pas une occasion d'évacuer leur colère.	Au syndicat des installateurs d'aération, ils ne ratent pas une occasion d'évacuer leur colère.	Au syndicat des installateurs d'aération, ils ne ratent pas une occasion d'évacuer leur colère.
en_4836	In the air duct installers union they have lots of opportunity to vent.	Dans cette entreprise de circuits d'aérations, les dépenses sont très bien ventilées	Dans cette entreprise de circuits d'aérations, les dépenses sont très bien ventilées	Dans cette entreprise de circuits d'aérations, les dépenses sont très bien ventilées
en_4836	In the air duct installers union they have lots of opportunity to vent.	Le syndicat des systèmes d'aération fait souffler un vent frais sur les négotiations salariales.	Le syndicat des systèmes d'aération fait souffler un vent frais sur les négotiations salariales.	Le syndicat des systèmes d'aération fait souffler un vent frais sur les négotiations salariales.
en_4848	''I chop down trees for a living,'' said Tom lumberingly.	“J’abats des arbres, c’est mon bouleau" dit Tom	“J’abats des arbres, c’est mon bouleau" dit Tom	“J’abats des arbres, c’est mon bouleau" dit Tom
en_4848	''I chop down trees for a living,'' said Tom lumberingly.	"Je gagne ma vie en coupant des arbres" dit Tom d'un air bûcheur.	"Je gagne ma vie en coupant des arbres" dit Tom d'un air bûcheur.	"Je gagne ma vie en coupant des arbres" dit Tom d'un air bûcheur.
en_4848	''I chop down trees for a living,'' said Tom lumberingly.	"Je... gagne ma... vie... en... cou... pant des... arbres", dit Toto d'une manière hachée.	"Je... gagne ma... vie... en... cou... pant des... arbres", dit Toto d'une manière hachée.	"Je... gagne ma... vie... en... cou... pant des... arbres", dit Toto d'une manière hachée.
en_4848	''I chop down trees for a living,'' said Tom lumberingly.	“Je gagne ma vie en coupant du bois", m’a dit Tom, l’air au stère.	“Je gagne ma vie en coupant du bois", m’a dit Tom, l’air au stère.	“Je gagne ma vie en coupant du bois", m’a dit Tom, l’air au stère.
en_4853	An experienced waiter can give a lot of good tips.	Un plombier donne souvent de bons tuyaux.	Un plombier donne souvent de bons tuyaux.	Un plombier donne souvent de bons tuyaux.
en_4862	I strongly dislike the subject of math, however I am partial to fractions.	Je déteste les maths, c'est comme se jeter dans l'inconnu.	Je déteste les maths, c'est comme se jeter dans l'inconnu.	Je déteste les maths, c'est comme se jeter dans l'inconnu.
en_4879	My name is Bill. I run a collection agency	Je me présente: Monsieur Caisse. Jean Caisse. Je travaille dans une agence de recouvrement.	Je me présente: Monsieur Caisse. Jean Caisse. Je travaille dans une agence de recouvrement.	Je me présente: Monsieur Caisse. Jean Caisse. Je travaille dans une agence de recouvrement.
en_4879	My name is Bill. I run a collection agency	Je m'appelle Le Du. Je fais du recouvrement de dettes.	Je m'appelle Le Du. Je fais du recouvrement de dettes.	Je m'appelle Le Du. Je fais du recouvrement de dettes.
en_4879	My name is Bill. I run a collection agency	Je m'appelle Bill. Je suis hépatologue.	Je m'appelle Bill. Je suis hépatologue.	Je m'appelle Bill. Je suis hépatologue.
en_4879	My name is Bill. I run a collection agency	Je m'appelle Monet, je dirige une agence de recouvrement.	Je m'appelle Monet, je dirige une agence de recouvrement.	Je m'appelle Monet, je dirige une agence de recouvrement.
en_4879	My name is Bill. I run a collection agency	Je m'appelle Odette. Je dirige une agence de recouvrement.	Je m'appelle Odette. Je dirige une agence de recouvrement.	Je m'appelle Odette. Je dirige une agence de recouvrement.
en_4879	My name is Bill. I run a collection agency	Moi c’est Monet, je travaille aux impôts.	Moi c’est Monet, je travaille aux impôts.	Moi c’est Monet, je travaille aux impôts.
en_4879	My name is Bill. I run a collection agency	Je m’appelle Odette, je dirige une agence de recouvrement.	Je m’appelle Odette, je dirige une agence de recouvrement.	Je m’appelle Odette, je dirige une agence de recouvrement.
en_4889	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.	Je n'ai jamais réussi à utiliser une souris avec un ordinateur parce qu'elle finit toujours par s'enfuir.	Je n'ai jamais réussi à utiliser une souris avec un ordinateur parce qu'elle finit toujours par s'enfuir.	Je n'ai jamais réussi à utiliser une souris avec un ordinateur parce qu'elle finit toujours par s'enfuir.
en_4889	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.	Je n’ai jamais compris comment on peut frapper quoi que soit avec une batte … parce qu’avec le criquet , c’est tellement ailé-atoire .	Je n’ai jamais compris comment on peut frapper quoi que soit avec une batte … parce qu’avec le criquet , c’est tellement ailé-atoire .	Je n’ai jamais compris comment on peut frapper quoi que soit avec une batte … parce qu’avec le criquet , c’est tellement ailé-atoire .
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je suis déjà à mi-sommet", lança Tom, qui commençait à m’assommer.	"Je suis déjà à mi-sommet", lança Tom, qui commençait à m’assommer.	"Je suis déjà à mi-sommet", lança Tom, qui commençait à m’assommer.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je peux tenir la corde tandis que tu escalades la montagne", assura Tom.	"Je peux tenir la corde tandis que tu escalades la montagne", assura Tom.	"Je peux tenir la corde tandis que tu escalades la montagne", assura Tom.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je dois être à mi-chemin", se dit Toto, à moitié convaincu.	"Je dois être à mi-chemin", se dit Toto, à moitié convaincu.	"Je dois être à mi-chemin", se dit Toto, à moitié convaincu.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	" Je suis à mi-chemin du sommet de la montagne ", dit Tom abruptement.	" Je suis à mi-chemin du sommet de la montagne ", dit Tom abruptement.	" Je suis à mi-chemin du sommet de la montagne ", dit Tom abruptement.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je suis sur l'arête", déclara Jean-Louis d'un ton tranchant.	"Je suis sur l'arête", déclara Jean-Louis d'un ton tranchant.	"Je suis sur l'arête", déclara Jean-Louis d'un ton tranchant.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	J’en suis à la moitié de l’ascension de la montagne, dit Tom au bord du précipice.	J’en suis à la moitié de l’ascension de la montagne, dit Tom au bord du précipice.	J’en suis à la moitié de l’ascension de la montagne, dit Tom au bord du précipice.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	" J'ai gravi la moitié d'une montagne ", déclara abruptement Tom.	" J'ai gravi la moitié d'une montagne ", déclara abruptement Tom.	" J'ai gravi la moitié d'une montagne ", déclara abruptement Tom.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je suis à mi-chemin du sommet de la montagne", glissa Tom	"Je suis à mi-chemin du sommet de la montagne", glissa Tom	"Je suis à mi-chemin du sommet de la montagne", glissa Tom
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"J'ai presque atteint le sommet de la montagne", se piqua Tom.	"J'ai presque atteint le sommet de la montagne", se piqua Tom.	"J'ai presque atteint le sommet de la montagne", se piqua Tom.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	“Je suis à mi-chemin du sommet", Tom a-t-il raconté en amont.	“Je suis à mi-chemin du sommet", Tom a-t-il raconté en amont.	“Je suis à mi-chemin du sommet", Tom a-t-il raconté en amont.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je suis déjà à mi-sommet", déclara Tom d'un ton saillant.	"Je suis déjà à mi-sommet", déclara Tom d'un ton saillant.	"Je suis déjà à mi-sommet", déclara Tom d'un ton saillant.
en_4899	''I'm halfway up a mountain,'' Tom alleged.	"Je suis déjà à mi-sommet", lança Tom, comme une saillie.	"Je suis déjà à mi-sommet", lança Tom, comme une saillie.	"Je suis déjà à mi-sommet", lança Tom, comme une saillie.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Les coqs ont essayé de cuisiner les poules pour leur tirer les vers du nez, mais ils le faisaient en vin.	Les coqs ont essayé de cuisiner les poules pour leur tirer les vers du nez, mais ils le faisaient en vin.	Les coqs ont essayé de cuisiner les poules pour leur tirer les vers du nez, mais ils le faisaient en vin.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Si les vaches voyaient comment on traite leurs copines, elles vêleraient rouge	Si les vaches voyaient comment on traite leurs copines, elles vêleraient rouge	Si les vaches voyaient comment on traite leurs copines, elles vêleraient rouge
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Si les coqs voyaient comment les poules sont traitées, ils se retourneraient dans leur sauce.	Si les coqs voyaient comment les poules sont traitées, ils se retourneraient dans leur sauce.	Si les coqs voyaient comment les poules sont traitées, ils se retourneraient dans leur sauce.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Si les poulets voyaient comment on traite leurs poules, ils se retourneraient sur leur broche.	Si les poulets voyaient comment on traite leurs poules, ils se retourneraient sur leur broche.	Si les poulets voyaient comment on traite leurs poules, ils se retourneraient sur leur broche.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Si les coqs voyaient comme on traite les poules, ils deviendraint cot-cot.	Si les coqs voyaient comme on traite les poules, ils deviendraint cot-cot.	Si les coqs voyaient comme on traite les poules, ils deviendraint cot-cot.
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	Si les noyaux atomiques savaient comment sont traités les neutrons, ils se retourneraient dans leur bombe	Si les noyaux atomiques savaient comment sont traités les neutrons, ils se retourneraient dans leur bombe	Si les noyaux atomiques savaient comment sont traités les neutrons, ils se retourneraient dans leur bombe
en_4910	Two companies that manufactured rulers decided to align.	Deux entreprises qui fabriquent des règles ont décidé de se aligner.	Deux entreprises qui fabriquent des règles ont décidé de se aligner.	Deux entreprises qui fabriquent des règles ont décidé de se aligner.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un pronom et un verbe sortaient ensemble mais ils se sont séparés : le pronom était trop possessif.	Un pronom et un verbe sortaient ensemble mais ils se sont séparés : le pronom était trop possessif.	Un pronom et un verbe sortaient ensemble mais ils se sont séparés : le pronom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe sortaient ensemble mais ils ont rompu car le nom était trop possessif.	Un nom et un verbe sortaient ensemble mais ils ont rompu car le nom était trop possessif.	Un nom et un verbe sortaient ensemble mais ils ont rompu car le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe se fréquentaient mais ils ont mis fin à leur relation car le nom était trop possessif.	Un nom et un verbe se fréquentaient mais ils ont mis fin à leur relation car le nom était trop possessif.	Un nom et un verbe se fréquentaient mais ils ont mis fin à leur relation car le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe sortaient ensemble, mais ils ont rompu parce que le nom était trop possessif.	Un nom et un verbe sortaient ensemble, mais ils ont rompu parce que le nom était trop possessif.	Un nom et un verbe sortaient ensemble, mais ils ont rompu parce que le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe sortaient ensemble, mais ils se sont séparés, car le nom était trop possessif.	Un nom et un verbe sortaient ensemble, mais ils se sont séparés, car le nom était trop possessif.	Un nom et un verbe sortaient ensemble, mais ils se sont séparés, car le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe étaient en couple mais ils se sont séparés parce que le nom était trop possessif.	Un nom et un verbe étaient en couple mais ils se sont séparés parce que le nom était trop possessif.	Un nom et un verbe étaient en couple mais ils se sont séparés parce que le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un adjectif et un nom sortaient ensemble mais ils ont dû rompre parce que l'adjectif était trop possessif.	Un adjectif et un nom sortaient ensemble mais ils ont dû rompre parce que l'adjectif était trop possessif.	Un adjectif et un nom sortaient ensemble mais ils ont dû rompre parce que l'adjectif était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un pronom fréquentait un verbe mais ils se sont séparés parce que le pronom était trop possessif	Un pronom fréquentait un verbe mais ils se sont séparés parce que le pronom était trop possessif	Un pronom fréquentait un verbe mais ils se sont séparés parce que le pronom était trop possessif
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Je connais un nom et un verbe qui sortaient ensemble, mais ils se sont séparés parce-que le nom était trop possessif.	Je connais un nom et un verbe qui sortaient ensemble, mais ils se sont séparés parce-que le nom était trop possessif.	Je connais un nom et un verbe qui sortaient ensemble, mais ils se sont séparés parce-que le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe en couple se sont séparés car le nom était trop possessif.	Un nom et un verbe en couple se sont séparés car le nom était trop possessif.	Un nom et un verbe en couple se sont séparés car le nom était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un substantif et un verbe qui s'aimaient passionnément durent se séparer car le substantif était trop possessif.	Un substantif et un verbe qui s'aimaient passionnément durent se séparer car le substantif était trop possessif.	Un substantif et un verbe qui s'aimaient passionnément durent se séparer car le substantif était trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un pronom et un nom ont décidé de divorcer parce que le pronom était devenu trop possessif.	Un pronom et un nom ont décidé de divorcer parce que le pronom était devenu trop possessif.	Un pronom et un nom ont décidé de divorcer parce que le pronom était devenu trop possessif.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop déterminé.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop déterminé.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop déterminé.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	L’auxiliaire avoir est tombé amoureux d’un participe passé, mais malheureusement ils ont dû mettre fin à leur relation car ils n’arrivaient pas à s’accorder.	L’auxiliaire avoir est tombé amoureux d’un participe passé, mais malheureusement ils ont dû mettre fin à leur relation car ils n’arrivaient pas à s’accorder.	L’auxiliaire avoir est tombé amoureux d’un participe passé, mais malheureusement ils ont dû mettre fin à leur relation car ils n’arrivaient pas à s’accorder.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop peu qualifié.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop peu qualifié.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop peu qualifié.
en_4939	He studied water purification and had a great thirst for knowledge.	Il étudiait la purification de l'eau et avait une grande soif de connaissances.	Il étudiait la purification de l'eau et avait une grande soif de connaissances.	Il étudiait la purification de l'eau et avait une grande soif de connaissances.
en_4939	He studied water purification and had a great thirst for knowledge.	Il a étudié la purification de l'eau et avait une grande soif de connaissance.	Il a étudié la purification de l'eau et avait une grande soif de connaissance.	Il a étudié la purification de l'eau et avait une grande soif de connaissance.
en_4939	He studied water purification and had a great thirst for knowledge.	Il a étudié la purification de l'eau et avait une grande soif de connaissances.	Il a étudié la purification de l'eau et avait une grande soif de connaissances.	Il a étudié la purification de l'eau et avait une grande soif de connaissances.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	La décision de démarrer la construction de l'Empire state Building fut un évènement historique fondateur	La décision de démarrer la construction de l'Empire state Building fut un évènement historique fondateur	La décision de démarrer la construction de l'Empire state Building fut un évènement historique fondateur
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	La décision de commencer la construction de l'Empire State Building est un évènement historique fondateur.	La décision de commencer la construction de l'Empire State Building est un évènement historique fondateur.	La décision de commencer la construction de l'Empire State Building est un évènement historique fondateur.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	La construction de l'Empire State Building a crevé le plafond.	La construction de l'Empire State Building a crevé le plafond.	La construction de l'Empire State Building a crevé le plafond.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	La décision de commencer la construction de l'Empire State Building était un événement historique au sommet.	La décision de commencer la construction de l'Empire State Building était un événement historique au sommet.	La décision de commencer la construction de l'Empire State Building était un événement historique au sommet.
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	Le début de la construction de l’Empire State Building fut une évènement historique à bien des niveaux.	Le début de la construction de l’Empire State Building fut une évènement historique à bien des niveaux.	Le début de la construction de l’Empire State Building fut une évènement historique à bien des niveaux.
