id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1539	I used to do rock climbing as a youth, but I was much boulder back then.				boulder	homophonic	['boulder', 'rock', 'stone', 'crag']	['bolder', 'braver', 'more courageous', 'fearless']	rocher	['rocher', 'pierre', 'caillou', 'paroi rocheuse']	['plus audacieux', 'plus brave', 'plus courageux', 'intrépide']	rocker	['rock', 'stone', 'pebble', 'rock face']	['bolder', 'braver', 'more courageous', 'intrepid']
1540	I used to enjoy kabuki theatre, but now I prefer noh drama.				noh	homophonic	['classical Japanese dance-drama', 'Noh']	['no', 'negative', 'none', 'zero', 'not any']	noh	['drame lyrique japonais classique', 'théâtre Nô']	['non', 'négatif', 'aucun', 'zéro', 'pas de']	no	['classical Japanese lyrical drama', 'Noh theater']	['no', 'negative', 'none', 'zero', 'no']
1541	I used to hate maths but then I realised decimals have a point.				point	homographic	['dot', 'decimal point', 'period', 'mark', 'punctuation']	['purpose', 'reason', 'value', 'relevance', 'meaning']	point	['point', 'virgule décimale', 'point final', 'marque', 'ponctuation']	['but', 'raison', 'valeur', 'pertinence', 'sens']	point	['dot', 'decimal point', 'period', 'mark', 'punctuation']	['aim', 'reason', 'value', 'relevance', 'meaning']
1542	I used to have a fear of hurdles, but I got over it.				over	homographic	['conquered', 'recovered from', 'surmounted', 'overcame']	['above', 'across', 'on the other side of', 'physically cleared']	fini	['conquis', 'récupéré de', 'surmonté', 'vaincu']	"['au-dessus', 'à travers', ""de l'autre côté de"", 'physiquement franchi']"	over	['conquered', 'recovered from', 'overcome', 'defeated']	['above', 'through', 'on the other side of', 'physically crossed']
1543	I used to have a job at a calendar factory but I got the sack because I took a couple of days off.				days off	homographic	['vacation time', 'leave', 'absence']	['removed dates', 'peeled off pages', 'torn out sheets']	congés	['temps de vacances', 'permission', 'absence']	['dates retirées', 'pages pelées', 'feuilles arrachées']	holidays	['vacation time', 'permission', 'absence']	['removed dates', 'peeled pages', 'torn-off leaves']
1544	I used to not like Newtons, but now they're my favorite snack. Go fig.				fig	homographic	['figure', 'calculate', 'understand', 'reason']	['fruit', 'snack', 'Fig Newton', 'syconium']	figue	['chiffrer', 'calculer', 'comprendre', 'raisonner']	['fruit', 'collation', 'Fig Newton', 'sycone']	fig	['calculate', 'compute', 'understand', 'reason']	['fruit', 'snack', 'Fig Newton', 'syconium']
1545	I used to work at a hospital, but I got sick of it.				sick	homographic	['unwell', 'ill', 'ailing', 'diseased']	['tired', 'weary', 'fed up', 'exasperated']	malade	"['souffrant', 'malade', 'indisposé', ""atteint d'une maladie""]"	['fatigué', 'lassé', 'en avoir marre', 'exaspéré']	sick	['suffering', 'ill', 'unwell', 'affected by a disease']	['tired', 'weary', 'fed up', 'exasperated']
1546	I used to work at a knife factory, but then it got dull.				dull	homographic	['blunt', 'unsharpened', 'not keen']	['boring', 'uninteresting', 'tedious', 'monotonous']	émoussé	['contondent', 'non affûté', 'pas tranchant']	['ennuyeux', 'inintéressant', 'fastidieux', 'monotone']	blunt	['blunt', 'unsharpened', 'not sharp']	['boring', 'uninteresting', 'tedious', 'monotonous']
1547	I used to work at an orchard but I had to quit because it wasn't fruitful.				fruitful	homographic	['productive', 'profitable', 'successful', 'rewarding']	['bearing fruit', 'fertile', 'abundant', 'prolific']	fructueux	['productif', 'profitable', 'réussi', 'gratifiant']	['porteur de fruits', 'fertile', 'abondant', 'prolifique']	fruitful	['productive', 'profitable', 'successful', 'rewarding']	['fruit-bearing', 'fertile', 'abundant', 'prolific']
1548	I used to work for an origami company but they folded.				folded	homographic	['creased', 'bent', 'doubled over', 'pleated']	['collapsed', 'failed', 'closed down', 'bankrupt']	plié	['froissé', 'courbé', 'plié en deux', 'plissé']	['effondré', 'échoué', 'fermé définitivement', 'en faillite']	folded	['creased', 'bent', 'folded in half', 'pleated']	['collapsed', 'failed', 'permanently closed', 'bankrupt']
1549	I used to work in a blanket factory but it folded.				folded	homographic	['collapsed', 'doubled over', 'creased', 'layered']	['closed down', 'went out of business', 'failed', 'bankrupt']	plié	['effondré', 'doublé', 'froissé', 'superposé']	['fermé définitivement', 'a fait faillite', 'a échoué', 'en banque-route']	folded	['collapsed', 'doubled', 'creased', 'layered']	['closed for good', 'gone bankrupt', 'failed', 'bankrupt']
1550	I usually take steps to avoid elevators.				steps	homographic	['actions', 'measures', 'procedural stages']	['stairs', 'stairway', 'treads']	marches	['actions', 'mesures', 'étapes de procédure']	"['escaliers', 'escalier', ""marches d'escalier""]"	steps	['actions', 'measures', 'procedural steps']	['stairs', 'staircase', 'stair steps']
1551	I visited my friend at his new house. He told me to make myself at home. So I threw him out. I hate visitors.				at home	homographic	['comfortable', 'relaxed', 'cozy']	['owner', 'resident', 'proprietor']	chez soi	['confortable', 'détendu', 'douillet']	['propriétaire', 'résident', 'possesseur']	at home	['comfortable', 'relaxed', 'cozy']	['owner', 'resident', 'possessor']
1552	I walked into a bar once. It really hurt my head.				bar	homographic	['pub', 'tavern', 'saloon', 'inn']	['rod', 'pole', 'beam', 'rail']	barre	['pub', 'taverne', 'salon', 'auberge']	['tige', 'poteau', 'poutre', 'rail']	bar	['pub', 'tavern', 'lounge', 'inn']	['rod', 'pole', 'beam', 'rail']
1553	I walked into this posh restaurant, the prices were extortionate, it was daylight snobbery.				snobbery	homophonic	['elitism', 'arrogance', 'haughtiness', 'pretension']	['robbery', 'theft', 'stealing', 'larceny', 'heist']	snobisme	['élitisme', 'arrogance', 'hautaineté', 'prétention']	['vol', 'larcin', 'pillage', 'brigandage', 'braquage']	snobbery	['elitism', 'arrogance', 'haughtiness', 'pretentiousness']	['theft', 'larceny', 'looting', 'brigandage', 'robbery']
1554	"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted,"" That's not very mature!"""				mature	homographic	['aged', 'ripened', 'matured', 'fermented']	['responsible', 'adult', 'sensible', 'sophisticated']	mature	['vieilli', 'mûri', 'affiné', 'fermenté']	['responsable', 'adulte', 'sensé', 'sophistiqué']	mature	['aged', 'ripened', 'refined', 'fermented']	['responsible', 'adult', 'sensible', 'sophisticated']
1555	"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted,"" That's not very mature!"""				mature	homographic	['aged', 'ripened', 'cured']	['adult', 'responsible', 'sensible']	mature	['vieilli', 'mûri', 'affiné']	['adulte', 'responsable', 'sensé']	mature	['aged', 'ripened', 'matured']	['adult', 'responsible', 'sensible']
1556	I want to buy that big diamond, he said hopefully.				hopefully	homographic	['longingly', 'optimistically', 'with expectation']	['full of hope', 'a man named Hope', 'the Hope Diamond']	espérons	['avec impatience', 'avec optimisme', 'avec attente']	"[""plein d'espoir"", 'un homme nommé Hope', 'le diamant Hope']"	let's hope	['impatiently', 'optimistically', 'with expectation']	['full of hope', 'a man named Hope', 'the Hope diamond']
1557	I want you in the navy, he said impressively.				impressively	homographic	['remarkably', 'strikingly', 'magnificently']	['forcibly', 'by recruitment', 'via press gang']	impressionnamment	['remarquablement', 'saisissant', 'magnifiquement']	['par la force', 'par recrutement force', 'via la presse']	impressively	['remarkably', 'strikingly', 'magnificently']	['by force', 'by forced recruitment', 'via the press']
1558	I wanted to be a sonar technician, but it was out of my depth.				depth	homographic	['distance below the surface', 'vertical measurement', 'fathoms', 'deepness']	['level of understanding', 'intellectual capability', 'competence', 'comprehension']	profondeur	['distance sous la surface', 'mesure verticale', 'brasses', 'foncé']	['niveau de compréhension', 'capacité intellectuelle', 'compétence', 'compréhension']	depth	['distance below the surface', 'vertical measurement', 'fathoms', 'dark']	['level of understanding', 'intellectual capacity', 'competence', 'comprehension']
1559	I wanted to bid at the silent auction, but it was not aloud.				aloud	homophonic	['allowed', 'permitted', 'authorized', 'legal']	['aloud', 'audible', 'vocal', 'spoken']	à voix haute	['permis', 'autorisé', 'admis', 'légal']	['à voix haute', 'audible', 'vocal', 'parlé']	aloud	['allowed', 'authorized', 'admitted', 'legal']	['aloud', 'audible', 'vocal', 'spoken']
1560	I wanted to bring a penguin home but my parents said that wasn't going to fly.				fly	homographic	['take flight', 'soar', 'wing', 'glide']	['be accepted', 'work out', 'be permitted', 'pass']	voler	['prendre son envol', 'planer', 'battre des ailes', 'glisser']	['être accepté', 'fonctionner', 'être permis', 'passer']	to fly / to steal	['to take flight', 'to soar', 'to flap wings', 'to glide']	['to be accepted', 'to work', 'to be allowed', 'to pass']
1561	I wanted to do some research on anorexia, so I went to the library to get the skinny.				skinny	homographic	['thin', 'scrawny', 'underweight', 'emaciated']	['information', 'details', 'lowdown', 'inside story']	maigre	['mince', 'rawny', 'sous-poids', 'émacié']	"['informations', 'détails', 'le topo', ""les dessous de l'histoire""]"	lean	['thin', 'scrawny', 'underweight', 'emaciated']	['information', 'details', 'the scoop', 'the inside story']
1562	I wanted to exercise last night but it just didn't work out.				work out	homographic	['exercise', 'train', 'practice', 'work out']	['succeed', 'happen', 'transpire', 'resolve', 'end up']	s'entraîner	"[""s'exercer"", ""s'entraîner"", 'pratiquer', 'faire de la gym']"	['réussir', 'se produire', 'transpirer', 'se résoudre', 'finir par']	work out	['exercise', 'train', 'practice', 'hit the gym']	['succeed', 'happen', 'sweat', 'be resolved', 'end up']
1563	I wanted to have dinner at a native American themed restaurant, but I didn't have reservations.				reservations	homographic	['bookings', 'appointments', 'pre-arranged tables']	['territories', 'sovereign lands', 'native tracts']	réservations	['réservations', 'rendez-vous', 'tables pré-réservées']	['territoires', 'terres souveraines', 'réserves autochtones']	reservations	['reservations', 'appointments', 'pre-booked tables']	['territories', 'sovereign lands', 'indigenous reserves']
1564	I wanted to join my local rambling club, but the guy I spoke to on the phone just went on and on.				rambling	homographic	['walking', 'hiking', 'trekking', 'strolling']	['verbose', 'wordy', 'long-winded', 'digressive']	divagation	['marche', 'randonnée', 'trekking', 'promenade']	['verbeux', 'prolixe', 'longue haleine', 'discursif']	rambling	['walking', 'hiking', 'trekking', 'wandering']	['verbose', 'prolix', 'long-winded', 'discursive']
1565	I wanted to lose weight so I went to the paint store. I heard I could get thinner there.				thinner	homographic	['slimmer', 'leaner', 'more slender', 'less heavy']	['solvent', 'diluent', 'paint remover', 'turpentine']	diluant	['plus mince', 'plus maigre', 'plus svelte', 'moins lourd']	['solvant', 'diluant', 'décapant pour peinture', 'térébenthine']	thinner	['thinner', 'leaner', 'slimmer', 'lighter']	['solvent', 'thinner', 'paint stripper', 'turpentine']
1566	I wanted to make suits but I could never measure up.				measure up	homographic	['take dimensions', 'use a tape measure', 'calculate size']	['be good enough', 'meet expectations', 'qualify', 'suffice']	être à la hauteur	['prendre les dimensions', 'utiliser un ruban à mesurer', 'calculer la taille']	['être assez bon', 'répondre aux attentes', 'se qualifier', 'suffire']	to measure up	['take dimensions', 'use a measuring tape', 'calculate the size']	['be good enough', 'meet expectations', 'qualify', 'be sufficient']
1567	I wanted to take home the left-overs from the BBQ, but someone else foiled my plans.				foiled	homographic	['thwarted', 'prevented', 'obstructed', 'frustrated']	['wrapped in aluminum foil', 'covered', 'packaged', 'preserved']	déjoué	['contrecarré', 'empêché', 'obstrué', 'frustré']	"[""enveloppé dans du papier d'aluminium"", 'couvert', 'emballé', 'préservé']"	foiled	['thwarted', 'prevented', 'obstructed', 'frustrated']	['wrapped in aluminum foil', 'covered', 'packaged', 'preserved']
1568	"I wanted to thank everyone for sticking with me while I figured out the meaning of ""many"". It means a lot."				a lot	homographic	['very much', 'greatly', 'considerably']	['a large amount', 'many items', 'numerous']	beaucoup	['très', 'grandement', 'considérablement']	['une grande quantité', 'plusieurs articles', 'nombreux']	much	['very', 'greatly', 'considerably']	['a large amount', 'several items', 'numerous']
1569	I was accused of stealing a house, but all charges were dropped as the claims were without foundation.				foundation	homographic	['structural base', 'footing', 'substructure', 'underpinning']	['justification', 'factual basis', 'grounds', 'evidence']	fondation	['base structurelle', 'fondement', 'infrastructure', 'soubassement']	['justification', 'base factuelle', 'motifs', 'preuves']	foundation	['structural base', 'foundation', 'infrastructure', 'underpinning']	['justification', 'factual basis', 'grounds', 'proofs']
1570	I was against the construction of tennis courts in the park as I thought they would cause too much racket.				racket	homographic	['noise', 'commotion', 'din', 'uproar', 'disturbance']	['racquet', 'bat', 'paddle', 'sports equipment']	racket	['bruit', 'vacarme', 'fracas', 'tapage', 'trouble']	['raquette', 'batte', 'pagaie', 'équipement de sport']	racket	['noise', 'uproar', 'shindy', 'din', 'disturbance']	['racket', 'bat', 'paddle', 'sports equipment']
1571	I was arrested after my therapist suggested I take something for my kleptomania.				take	homographic	['ingest', 'consume', 'swallow', 'use medication']	['steal', 'pilfer', 'purloin', 'shoplift', 'thieve']	prendre	['ingérer', 'consommer', 'avaler', 'utiliser un médicament']	['voler', 'dérober', 'soustraire', 'chiper', 'piller']	take	['ingest', 'consume', 'swallow', 'use a medication']	['steal', 'rob', 'subtract', 'pinch', 'loot']
1572	I was caught studying the periodic table in English class. It was an elementary mistake.				elementary	homographic	['basic', 'simple', 'fundamental', 'rudimentary']	['element-related', 'chemical', 'pertaining to the elements', 'periodic']	élémentaire	['basique', 'simple', 'fondamental', 'rudimentaire']	['lié aux éléments', 'chimique', 'relatif aux éléments', 'périodique']	elementary	['basic', 'simple', 'fundamental', 'rudimentary']	['linked to elements', 'chemical', 'relating to elements', 'periodic']
1573	I was completely exonerated, he said clearly.				exonerated	homophonic	['acquitted', 'cleared', 'absolved', 'exonerated']	['eggs on a rated', 'eggs on a rate it', 'ova on a scale', 'eggs honor rated']	exonéré	['acquitté', 'disculpé', 'absous', 'exonéré']	['œufs sur une note', 'œufs sur un taux', 'ovules sur une échelle', 'œufs honorés par note']	exonerated	['acquitted', 'exonerated', 'absolved', 'cleared']	['eggs on a note', 'eggs on a rate', 'ova on a scale', 'eggs honored by rating']
1574	"I was feeling depressed, my wife put her hand on my back and said ""Earth."" It meant the world to me."				world	homographic	['earth', 'planet', 'globe']	['everything', 'significant', 'all-important']	monde	['terre', 'planète', 'globe']	['tout', 'significatif', 'tout-important']	world	['earth', 'planet', 'globe']	['everything', 'significant', 'all-important']
1575	I was fighting a Dragon, easier slayed then done.				slayed	homophonic	['killed', 'slaughtered', 'dispatched', 'vanquished']	['said', 'uttered', 'pronounced', 'stated']	tué	['tué', 'massacré', 'éliminé', 'vaincu']	['dit', 'prononcé', 'énoncé', 'déclaré']	killed	['killed', 'slaughtered', 'eliminated', 'defeated']	['said', 'pronounced', 'stated', 'declared']
1576	I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales.				volume	homographic	['quantity', 'amount', 'total', 'quota']	['loudness', 'amplitude', 'sound level', 'gain']	volume	['quantité', 'montant', 'total', 'quota']	['sonorité', 'amplitude', 'niveau sonore', 'gain']	volume	['quantity', 'amount', 'total', 'quota']	['sonority', 'amplitude', 'sound level', 'gain']
1577	I was fixated on the pain in my bad tooth. I was abscessed by it.				abscessed	homophonic	['infected', 'ulcerated', 'swollen', 'pus-filled', 'inflamed']	['obsessed', 'fixated', 'preoccupied', 'infatuated', 'consumed']	abcédé	['infecté', 'ulcéré', 'gonflé', 'rempli de pus', 'enflammé']	['obsédé', 'fixé', 'préoccupé', 'infatué', 'consumé']	abscessed	['infected', 'ulcerated', 'swollen', 'filled with pus', 'inflamed']	['obsessed', 'fixated', 'preoccupied', 'infatuated', 'consumed']
1578	I was given a shampoo and trim by a Pakistani in Liverpool, he said in Urdu.				Urdu	homophonic	['Urdu', 'Indo-Aryan language', 'national language of Pakistan']	['her do', 'hairdo', 'haircut', 'hairstyle', 'coiffure']	Ourdou	['Ourdou', 'langue indo-aryenne', 'langue nationale du Pakistan']	['sa coiffure', 'coiffure', 'coupe de cheveux', 'style de coiffure', 'mise en plis']	Urdu	['Urdu', 'Indo-Aryan language', 'national language of Pakistan']	['her hairstyle', 'hairstyle', 'haircut', 'hair style', 'hair setting']
1579	I was going to buy a book on phobias, but I was afraid it wouldn't help me.				afraid	homographic	['scared', 'frightened', 'fearful', 'terrified']	['concerned', 'worried', 'apprehensive', 'doubtful']	peur	['effrayé', 'terrifié', 'craintif', 'terrorisé']	['préoccupé', 'inquiet', 'appréhensif', 'douteux']	fear	['frightened', 'terrified', 'fearful', 'terrorized']	['concerned', 'worried', 'apprehensive', 'doubtful']
1580	I was going to buy some loose tea, but the price was too steep.				steep	homographic	['expensive', 'high-priced', 'exorbitant', 'costly']	['infuse', 'soak', 'brew', 'marinate']	escarpé	['cher', 'onéreux', 'exorbitant', 'coûteux']	['infuser', 'tremper', 'macerer', 'mariner']	steep	['expensive', 'costly', 'exorbitant', 'pricey']	['infuse', 'soak', 'macerate', 'marinate']
1581	I was going to get a brain transplant, but I changed my mind				mind	homographic	['brain', 'intellect', 'consciousness', 'psyche']	['opinion', 'decision', 'intention', 'thought']	esprit	['cerveau', 'intellect', 'conscience', 'psyché']	['opinion', 'décision', 'intention', 'pensée']	spirit	['brain', 'intellect', 'consciousness', 'psyche']	['opinion', 'decision', 'intention', 'thought']
1582	I was going to order a satellite dish but then I found out that I had to go through channels.				channels	homographic	['television stations', 'broadcast frequencies', 'media outlets']	['official procedures', 'bureaucratic paths', 'formal routes', 'chains of command']	chaînes	['stations de télévision', 'fréquences de diffusion', 'médias']	['procédures officielles', 'voies bureaucratiques', 'itinéraires formels', 'chaînes de commandement']	channels	['television stations', 'broadcast frequencies', 'media']	['official procedures', 'bureaucratic channels', 'formal routes', 'chains of command']
1583	I was going to study the work of Sigmund Freud, but I was too Jung to understand it.				Jung	homophonic	['Carl Jung', 'psychologist', 'analytical psychology']	['young', 'youthful', 'juvenile', 'immature']	Jung	['Carl Jung', 'psychologue', 'psychologie analytique']	['jeune', 'juvénile', 'immature']	Jung	['Carl Jung', 'psychologist', 'analytical psychology']	['young', 'juvenile', 'immature']
1584	I was in a big hurry so I scrambled to make eggs for breakfast.				scrambled	homographic	['rushed', 'hurried', 'scurried', 'hastened']	['stirred', 'beaten', 'mixed', 'cooked by agitating in a pan']	brouillé	"['se précipiter', 'se hâter', 'détaler', ""s'empresser""]"	['mélangé', 'battu', 'remué', 'cuit en remuant dans une poêle']	scrambled	['to rush', 'to hurry', 'to bolt', 'to hasten']	['mixed', 'beaten', 'stirred', 'cooked by stirring in a pan']
1585	I was in an 80's band called the prevention. We were better than the cure.				Cure	homographic	['remedy', 'treatment', 'solution', 'antidote']	"['The Cure', ""Robert Smith's band"", 'English rock band', 'musical group']"	Cure	['remède', 'traitement', 'solution', 'antidote']	['The Cure', 'le groupe de Robert Smith', 'groupe de rock anglais', 'groupe musical']	Cure	['remedy', 'treatment', 'solution', 'antidote']	"['The Cure', ""Robert Smith's band"", 'English rock band', 'musical group']"
1586	I was kicked out of math class for one too many infractions.				infractions	homographic	['violations', 'offenses', 'transgressions', 'breaches']	['fractions', 'mathematical quotients', 'numerical parts', 'portions of a whole']	infractions	['violations', 'délits', 'transgressions', 'manquements']	"['fractions', 'quotients mathématiques', 'parties numériques', ""portions d'un tout""]"	infractions	['violations', 'offenses', 'transgressions', 'breaches']	['fractions', 'mathematical quotients', 'numerical parts', 'portions of a whole']
1587	I was struggling to figure out how lightning works then it struck me.				struck	homographic	['hit', 'impacted', 'zapped', 'collided with']	['dawned on', 'occurred to', 'realized', 'understood']	frappé	['tapé', 'impacté', 'foudroyé', 'entré en collision avec']	"[""venu à l'esprit"", 'réalisé', 'compris', ""percuté par l'idée""]"	struck	['hit', 'impacted', 'stricken', 'collided with']	['occurred to the mind', 'realized', 'understood', 'hit by the idea']
1588	I was studying in an apiary class. This resulted in me receiving a bee on my exam.				bee	homophonic	['B', 'letter grade', 'above average', 'passing grade']	['bee', 'insect', 'pollinator', 'honeybee', 'bumblebee']	abeille	['B', 'note scolaire', 'au-dessus de la moyenne', 'note de passage']	['abeille', 'insecte', 'pollinisateur', 'abeille domestique', 'bourdon']	bee	['B', 'school grade', 'above average', 'passing grade']	['bee', 'insect', 'pollinator', 'honeybee', 'bumblebee']
1589	I was wondering why the frisbee was getting bigger, then it hit me.				hit	homographic	['struck', 'collided with', 'impacted']	['dawned on', 'realized', 'occurred to']	frapper	['frappé', 'entré en collision avec', 'impacté']	"[""venu à l'esprit"", 'réalisé', 'percuté']"	hit	['struck', 'collided with', 'impacted']	['occurred to', 'realized', 'dawned on']
1590	I wasn't allowed to be in Star Wars, because I tested positive for droids.				droids	homophonic	['robots', 'androids', 'mechanical beings', 'C-3PO', 'R2-D2']	['roids', 'steroids', 'performance-enhancing drugs', 'PEDs', 'anabolic agents']	droïdes	['robots', 'androïdes', 'êtres mécaniques', 'C-3PO', 'R2-D2']	['stéroïdes', 'produits dopants', 'substances améliorant la performance', 'dopants', 'agents anabolisants']	droids	['robots', 'androids', 'mechanical beings', 'C-3PO', 'R2-D2']	['steroids', 'doping products', 'performance-enhancing substances', 'doping agents', 'anabolic agents']
1591	I watched a movie about a baby hen, it was a real chick flick.				chick	homographic	['baby bird', 'hatchling', 'fledgling']	['woman', 'girl', 'lady', 'feminine-interest']	poussin	['oisillon', 'bébé oiseau', 'nouveau-né']	['femme', 'jeune fille', 'nana', 'intérêt féminin']	chick	['chick', 'baby bird', 'newborn']	['woman', 'young girl', 'babe', 'female interest']
1592	I went and saw the Hobbit, it put a Smaug look on my face.				Smaug	homophonic	['smug', 'self-satisfied', 'complacent', 'conceited']	['Smaug', 'dragon', 'Tolkien character', 'Middle-earth creature']	Smaug	['suffisant', 'satisfait de soi', 'complaisant', 'vaniteux']	['Smaug', 'dragon', 'personnage de Tolkien', 'créature de la Terre du Milieu']	Smaug	['smug', 'self-satisfied', 'complacent', 'vain']	['Smaug', 'dragon', 'Tolkien character', 'Middle-earth creature']
1593	I went out for a run this morning and tripped over, I could have been wearing the wrong size shoes, I haven't seen the footage yet.				footage	homographic	['video recording', 'film', 'clip', 'motion picture']	['measurement in feet', 'length', 'size', 'dimensions']	métrage	['enregistrement vidéo', 'film', 'séquence', 'film cinématographique']	['mesure en pieds', 'longueur', 'taille', 'dimensions']	footage	['video recording', 'film', 'sequence', 'motion picture']	['measurement in feet', 'length', 'size', 'dimensions']
1594	I went to a buffet dinner with my neighbor, who is a taxidermist. After such a big meal, I was stuffed.				stuffed	homographic	['full', 'satiated', 'gorged', 'replete']	['preserved', 'mounted', 'filled with padding', 'taxidermied']	farci	['plein', 'rassasié', 'gavé', 'repue']	['empaillé', 'monté', 'rembourré', 'naturalisé']	stuffed	['full', 'satiated', 'crammed', 'replete']	['taxidermied', 'mounted', 'padded', 'naturalized']
1595	I went to an invisible fairground but didn't think it was very good. I just couldn't see the attraction.				attraction	homographic	['entertainment', 'theme park ride', 'feature', 'sight']	['appeal', 'allure', 'fascination', 'visual visibility']	attraction	['divertissement', 'manège de parc à thèmes', 'caractéristique', 'curiosité']	['attrait', 'allure', 'fascination', 'visibilité visuelle']	attraction	['entertainment', 'theme park ride', 'feature', 'curiosity']	['appeal', 'allure', 'fascination', 'visual visibility']
1596	I went to buy some property with a hill on it, but it was a little steep.				steep	homographic	['precipitous', 'sloping', 'sheer', 'vertical']	['expensive', 'costly', 'overpriced', 'exorbitant']	escarpé	['abrupt', 'pentu', 'escarpé', 'vertical']	['cher', 'coûteux', 'excessif', 'exorbitant']	steep	['abrupt', 'sloping', 'steep', 'vertical']	['expensive', 'costly', 'excessive', 'exorbitant']
1597	"I went to my doctor and told the receptionist that I felt like a deck of cards. She said, ""Have a seat, and the doctor will deal with you when he can."""				deal	homographic	['handle', 'attend to', 'manage', 'treat']	['distribute cards', 'allocate playing cards', 'shuffle and give']	distribuer	"['gérer', ""s'occuper de"", 'traiter', 'diriger']"	['donner les cartes', 'répartir les cartes à jouer', 'battre et distribuer']	deal	['manage', 'take care of', 'handle', 'direct']	['give the cards', 'hand out the playing cards', 'shuffle and deal']
1598	I went to prom with a broken leg. During the slow dances my date could tell that I had a crutch on her.				crutch	homophonic	['cane', 'support', 'walking aid', 'prop']	['crush', 'infatuation', 'attraction', 'enamored']	béguin	['béquille', 'support', 'aide à la marche', 'appui']	['coup de foudre', 'infatuation', 'attirance', 'épris']	infatuation	['crutch', 'support', 'walking aid', 'prop']	['love at first sight', 'infatuation', 'attraction', 'enamored']
1599	I went to see my guru but he wasn't omm.				omm	homophonic	['home', 'residence', 'at his house']	['om', 'mantra', 'meditation', 'chant']	omm	['maison', 'résidence', 'chez lui']	['om', 'mantra', 'méditation', 'chant']	ohm	['home', 'residence', 'at his place']	['om', 'mantra', 'meditation', 'chant']
1600	I went to the dentist without lunch, and he gave me a plate.				plate	homographic	['dish', 'platter', 'crockery', 'dinnerware']	['dentures', 'false teeth', 'dental bridge', 'orthodontic appliance']	assiette	['plat', 'vaisselle', 'assiette de service', 'couvert']	['prothèse dentaire', 'dentier', 'bridge dentaire', 'appareil orthodontique']	plate	['dish', 'tableware', 'serving plate', 'place setting']	['dental prosthesis', 'dentures', 'dental bridge', 'orthodontic appliance']
1601	I went to the store to buy some soup but they were out of stock.				stock	homographic	['inventory', 'supply', 'merchandise']	['broth', 'bouillon', 'soup base']	stock	['inventaire', 'réserve', 'marchandise']	['bouillon', 'fond de sauce', 'base de soupe']	stock	['inventory', 'reserve', 'merchandise']	['broth', 'sauce base', 'soup base']
1602	I went to the theatre, it looked a bit suspicious. I reckon the whole thing was staged.				staged	homographic	['performed on a stage', 'theatrically produced', 'dramatized']	['fabricated', 'faked', 'contrived', 'orchestrated']	mis en scène	['joué sur une scène', 'produit de manière théâtrale', 'dramatisé']	['fabriqué', 'truqué', 'combiné', 'orchestré']	staged	['performed on a stage', 'produced theatrically', 'dramatized']	['fabricated', 'faked', 'contrived', 'orchestrated']
1603	I will blaze a trail.				blaze	homographic	['burn', 'flame', 'ignite', 'fire']	['mark', 'pioneer', 'lead', 'create a path']	flammes	['brûler', 'flamber', 'allumer', 'feu']	['marquer', 'pionnier', 'mener', 'ouvrir la voie']	flames	['burn', 'blaze', 'ignite', 'fire']	['mark', 'pioneer', 'lead', 'blaze a trail']
1604	I wish I'd said that, Oscar, he said wildly.				wildly	homophonic	['frantically', 'crazily', 'uncontrollably', 'viciously']	['Oscar Wilde', 'Wilde-ly', 'in the manner of Oscar Wilde', 'wittily']	follement	['frénétiquement', 'follement', 'incontrôlablement', 'vicieusement']	"['Oscar Wilde', 'à la Wilde', ""à la manière d'Oscar Wilde"", 'spirituellement']"	madly	['frantically', 'madly', 'uncontrollably', 'viciously']	['Oscar Wilde', 'Wilde-style', 'in the manner of Oscar Wilde', 'wittily']
1605	"""I won't tell you anything about my salivary glands,"" he said secretively."				secretively	homographic	['covertly', 'stealthily', 'clandestinely', 'privately']	['secreting', 'discharging', 'releasing fluid', 'excreting']	secrètement	['discrètement', 'furtivement', 'clandestinement', 'en privé']	['sécrétant', 'déchargeant', 'libérant du fluide', 'excrétant']	secretly	['discreetly', 'stealthily', 'clandestinely', 'privately']	['secreting', 'discharging', 'releasing fluid', 'excreting']
1606	I wonder how much an anagram weighs?				anagram	homographic	['wordplay', 'rearrangement', 'permutation']	['a gram', 'metric weight unit', '0.001 kilograms']	anagramme	['jeu de mots', 'réarrangement', 'permutation']	['un gramme', 'unité de poids métrique', '0,001 kilogramme']	anagram	['pun', 'rearrangement', 'permutation']	['one gram', 'metric weight unit', '0.001 kilogram']
1607	I wonder how much an anagram weighs?				anagram	homographic	['wordplay', 'rearrangement of letters', 'cipher']	['a gram', 'metric weight', 'unit of mass']	anagramme	['un jeu de mots', 'un réarrangement de lettres', 'un chiffre']	['un gramme', 'un poids métrique', 'une unité de masse']	anagram	['a pun', 'a rearrangement of letters', 'a cipher']	['a gram', 'a metric weight', 'a unit of mass']
